codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_chikungunya
310160,Alfenas,2019,5,2019-5-01,0
310160,Alfenas,2019,6,2019-6-01,0
310160,Alfenas,2019,7,2019-7-01,1
310160,Alfenas,2019,8,2019-8-01,0
310160,Alfenas,2019,9,2019-9-01,0
310160,Alfenas,2019,10,2019-10-01,0
310160,Alfenas,2019,11,2019-11-01,0
310160,Alfenas,2019,12,2019-12-01,1
310180,Alpercata,2019,1,2019-1-01,0
310180,Alpercata,2019,2,2019-2-01,0
310180,Alpercata,2019,3,2019-3-01,0
310180,Alpercata,2019,4,2019-4-01,0
310180,Alpercata,2019,5,2019-5-01,1
310180,Alpercata,2019,6,2019-6-01,0
310180,Alpercata,2019,7,2019-7-01,0
310180,Alpercata,2019,8,2019-8-01,0
310180,Alpercata,2019,9,2019-9-01,0
310180,Alpercata,2019,10,2019-10-01,0
310180,Alpercata,2019,11,2019-11-01,0
310180,Alpercata,2019,12,2019-12-01,0
315350,Alto Jequitibá,2019,1,2019-1-01,1
315350,Alto Jequitibá,2019,2,2019-2-01,0
315350,Alto Jequitibá,2019,3,2019-3-01,0
315350,Alto Jequitibá,2019,4,2019-4-01,0
315350,Alto Jequitibá,2019,5,2019-5-01,1
315350,Alto Jequitibá,2019,6,2019-6-01,0
315350,Alto Jequitibá,2019,7,2019-7-01,0
315350,Alto Jequitibá,2019,8,2019-8-01,0
315350,Alto Jequitibá,2019,9,2019-9-01,0
315350,Alto Jequitibá,2019,10,2019-10-01,0
315350,Alto Jequitibá,2019,11,2019-11-01,0
315350,Alto Jequitibá,2019,12,2019-12-01,1
310220,Alvarenga,2019,1,2019-1-01,0
310220,Alvarenga,2019,2,2019-2-01,0
310220,Alvarenga,2019,3,2019-3-01,0
310220,Alvarenga,2019,4,2019-4-01,1
310220,Alvarenga,2019,5,2019-5-01,1
310220,Alvarenga,2019,6,2019-6-01,0
310220,Alvarenga,2019,7,2019-7-01,0
310220,Alvarenga,2019,8,2019-8-01,0
310220,Alvarenga,2019,9,2019-9-01,0
310220,Alvarenga,2019,10,2019-10-01,0
310220,Alvarenga,2019,11,2019-11-01,0
310220,Alvarenga,2019,12,2019-12-01,0
310230,Alvinópolis,2019,1,2019-1-01,0
310230,Alvinópolis,2019,2,2019-2-01,0
310230,Alvinópolis,2019,3,2019-3-01,0
310230,Alvinópolis,2019,4,2019-4-01,0
310230,Alvinópolis,2019,5,2019-5-01,0
310230,Alvinópolis,2019,6,2019-6-01,0
310230,Alvinópolis,2019,7,2019-7-01,0
310230,Alvinópolis,2019,8,2019-8-01,0
310230,Alvinópolis,2019,9,2019-9-01,0
310230,Alvinópolis,2019,10,2019-10-01,0
310230,Alvinópolis,2019,11,2019-11-01,2
310230,Alvinópolis,2019,12,2019-12-01,0
310280,Andrelândia,2019,1,2019-1-01,0
310280,Andrelândia,2019,2,2019-2-01,1
310280,Andrelândia,2019,3,2019-3-01,1
310280,Andrelândia,2019,4,2019-4-01,0
310280,Andrelândia,2019,5,2019-5-01,0
310280,Andrelândia,2019,6,2019-6-01,0
310280,Andrelândia,2019,7,2019-7-01,0
310280,Andrelândia,2019,8,2019-8-01,0
310280,Andrelândia,2019,9,2019-9-01,0
310280,Andrelândia,2019,10,2019-10-01,0
310280,Andrelândia,2019,11,2019-11-01,0
310280,Andrelândia,2019,12,2019-12-01,0
310285,Angelândia,2019,1,2019-1-01,0
310285,Angelândia,2019,2,2019-2-01,0
310285,Angelândia,2019,3,2019-3-01,0
310285,Angelândia,2019,4,2019-4-01,0
310285,Angelândia,2019,5,2019-5-01,0
310285,Angelândia,2019,6,2019-6-01,0
310285,Angelândia,2019,7,2019-7-01,0
310285,Angelândia,2019,8,2019-8-01,0
310285,Angelândia,2019,9,2019-9-01,0
310285,Angelândia,2019,10,2019-10-01,0
310285,Angelândia,2019,11,2019-11-01,1
310285,Angelândia,2019,12,2019-12-01,0
310300,Antônio Dias,2019,1,2019-1-01,0
310300,Antônio Dias,2019,2,2019-2-01,0
310300,Antônio Dias,2019,3,2019-3-01,0
310300,Antônio Dias,2019,4,2019-4-01,3
310300,Antônio Dias,2019,5,2019-5-01,3
310300,Antônio Dias,2019,6,2019-6-01,3
310300,Antônio Dias,2019,7,2019-7-01,1
310300,Antônio Dias,2019,8,2019-8-01,0
310300,Antônio Dias,2019,9,2019-9-01,0
310300,Antônio Dias,2019,10,2019-10-01,0
310300,Antônio Dias,2019,11,2019-11-01,0
310300,Antônio Dias,2019,12,2019-12-01,2
310310,Antônio Prado de Minas,2019,1,2019-1-01,0
310310,Antônio Prado de Minas,2019,2,2019-2-01,0
310310,Antônio Prado de Minas,2019,3,2019-3-01,0
310310,Antônio Prado de Minas,2019,4,2019-4-01,0
310310,Antônio Prado de Minas,2019,5,2019-5-01,1
310310,Antônio Prado de Minas,2019,6,2019-6-01,0
310310,Antônio Prado de Minas,2019,7,2019-7-01,0
310310,Antônio Prado de Minas,2019,8,2019-8-01,0
310310,Antônio Prado de Minas,2019,9,2019-9-01,0
310310,Antônio Prado de Minas,2019,10,2019-10-01,0
310310,Antônio Prado de Minas,2019,11,2019-11-01,0
310310,Antônio Prado de Minas,2019,12,2019-12-01,0
310340,Araçuaí,2019,1,2019-1-01,0
310340,Araçuaí,2019,2,2019-2-01,0
310340,Araçuaí,2019,3,2019-3-01,0
310340,Araçuaí,2019,4,2019-4-01,1
310340,Araçuaí,2019,5,2019-5-01,1
310340,Araçuaí,2019,6,2019-6-01,0
310340,Araçuaí,2019,7,2019-7-01,1
310340,Araçuaí,2019,8,2019-8-01,1
310340,Araçuaí,2019,9,2019-9-01,0
310340,Araçuaí,2019,10,2019-10-01,1
310340,Araçuaí,2019,11,2019-11-01,0
310340,Araçuaí,2019,12,2019-12-01,0
310350,Araguari,2019,1,2019-1-01,15
310350,Araguari,2019,2,2019-2-01,60
310350,Araguari,2019,3,2019-3-01,189
310350,Araguari,2019,4,2019-4-01,131
310350,Araguari,2019,5,2019-5-01,73
310350,Araguari,2019,6,2019-6-01,7
310350,Araguari,2019,7,2019-7-01,0
310350,Araguari,2019,8,2019-8-01,2
310350,Araguari,2019,9,2019-9-01,0
310350,Araguari,2019,10,2019-10-01,0
310350,Araguari,2019,11,2019-11-01,4
310350,Araguari,2019,12,2019-12-01,4
310370,Araponga,2019,1,2019-1-01,0
310370,Araponga,2019,2,2019-2-01,0
310370,Araponga,2019,3,2019-3-01,0
310370,Araponga,2019,4,2019-4-01,1
310370,Araponga,2019,5,2019-5-01,0
310370,Araponga,2019,6,2019-6-01,0
310370,Araponga,2019,7,2019-7-01,0
310370,Araponga,2019,8,2019-8-01,0
310370,Araponga,2019,9,2019-9-01,0
310370,Araponga,2019,10,2019-10-01,0
310370,Araponga,2019,11,2019-11-01,0
310370,Araponga,2019,12,2019-12-01,0
310390,Araújos,2019,1,2019-1-01,0
310390,Araújos,2019,2,2019-2-01,0
310390,Araújos,2019,3,2019-3-01,0
310390,Araújos,2019,4,2019-4-01,0
310390,Araújos,2019,5,2019-5-01,1
310390,Araújos,2019,6,2019-6-01,0
310390,Araújos,2019,7,2019-7-01,1
310390,Araújos,2019,8,2019-8-01,0
310390,Araújos,2019,9,2019-9-01,0
310390,Araújos,2019,10,2019-10-01,0
310390,Araújos,2019,11,2019-11-01,0
310390,Araújos,2019,12,2019-12-01,0
310400,Araxá,2019,1,2019-1-01,0
310400,Araxá,2019,2,2019-2-01,0
310400,Araxá,2019,3,2019-3-01,0
310400,Araxá,2019,4,2019-4-01,4
310400,Araxá,2019,5,2019-5-01,3
310400,Araxá,2019,6,2019-6-01,3
310400,Araxá,2019,7,2019-7-01,0
310400,Araxá,2019,8,2019-8-01,1
310400,Araxá,2019,9,2019-9-01,2
310400,Araxá,2019,10,2019-10-01,0
310400,Araxá,2019,11,2019-11-01,1
310400,Araxá,2019,12,2019-12-01,0
310420,Arcos,2019,1,2019-1-01,0
310420,Arcos,2019,2,2019-2-01,1
310420,Arcos,2019,3,2019-3-01,0
310420,Arcos,2019,4,2019-4-01,0
310420,Arcos,2019,5,2019-5-01,1
310420,Arcos,2019,6,2019-6-01,0
310420,Arcos,2019,7,2019-7-01,0
310420,Arcos,2019,8,2019-8-01,1
310420,Arcos,2019,9,2019-9-01,1
310420,Arcos,2019,10,2019-10-01,0
310420,Arcos,2019,11,2019-11-01,0
310420,Arcos,2019,12,2019-12-01,0
310460,Astolfo Dutra,2019,1,2019-1-01,1
310460,Astolfo Dutra,2019,2,2019-2-01,2
310460,Astolfo Dutra,2019,3,2019-3-01,3
310460,Astolfo Dutra,2019,4,2019-4-01,2
310460,Astolfo Dutra,2019,5,2019-5-01,1
310460,Astolfo Dutra,2019,6,2019-6-01,1
310460,Astolfo Dutra,2019,7,2019-7-01,0
310460,Astolfo Dutra,2019,8,2019-8-01,0
310460,Astolfo Dutra,2019,9,2019-9-01,0
310460,Astolfo Dutra,2019,10,2019-10-01,0
310460,Astolfo Dutra,2019,11,2019-11-01,0
310460,Astolfo Dutra,2019,12,2019-12-01,0
310470,Ataléia,2019,1,2019-1-01,0
310470,Ataléia,2019,2,2019-2-01,0
310470,Ataléia,2019,3,2019-3-01,0
310470,Ataléia,2019,4,2019-4-01,1
310470,Ataléia,2019,5,2019-5-01,0
310470,Ataléia,2019,6,2019-6-01,1
310470,Ataléia,2019,7,2019-7-01,0
310470,Ataléia,2019,8,2019-8-01,1
310470,Ataléia,2019,9,2019-9-01,0
310470,Ataléia,2019,10,2019-10-01,0
310470,Ataléia,2019,11,2019-11-01,0
310470,Ataléia,2019,12,2019-12-01,0
310490,Baependi,2019,1,2019-1-01,0
310490,Baependi,2019,2,2019-2-01,0
310490,Baependi,2019,3,2019-3-01,0
310490,Baependi,2019,4,2019-4-01,2
310490,Baependi,2019,5,2019-5-01,1
310490,Baependi,2019,6,2019-6-01,0
310490,Baependi,2019,7,2019-7-01,0
310490,Baependi,2019,8,2019-8-01,0
310490,Baependi,2019,9,2019-9-01,0
310490,Baependi,2019,10,2019-10-01,1
310490,Baependi,2019,11,2019-11-01,1
310490,Baependi,2019,12,2019-12-01,0
310510,Bambuí,2019,1,2019-1-01,0
310510,Bambuí,2019,2,2019-2-01,0
310510,Bambuí,2019,3,2019-3-01,0
310510,Bambuí,2019,4,2019-4-01,0
310510,Bambuí,2019,5,2019-5-01,0
310510,Bambuí,2019,6,2019-6-01,0
310510,Bambuí,2019,7,2019-7-01,1
310510,Bambuí,2019,8,2019-8-01,0
310510,Bambuí,2019,9,2019-9-01,0
310510,Bambuí,2019,10,2019-10-01,0
310510,Bambuí,2019,11,2019-11-01,0
310510,Bambuí,2019,12,2019-12-01,0
310550,Barão de Monte Alto,2019,1,2019-1-01,1
310550,Barão de Monte Alto,2019,2,2019-2-01,0
310550,Barão de Monte Alto,2019,3,2019-3-01,0
310550,Barão de Monte Alto,2019,4,2019-4-01,0
310550,Barão de Monte Alto,2019,5,2019-5-01,0
310550,Barão de Monte Alto,2019,6,2019-6-01,0
310550,Barão de Monte Alto,2019,7,2019-7-01,1
310550,Barão de Monte Alto,2019,8,2019-8-01,0
310550,Barão de Monte Alto,2019,9,2019-9-01,0
310550,Barão de Monte Alto,2019,10,2019-10-01,0
310550,Barão de Monte Alto,2019,11,2019-11-01,0
310550,Barão de Monte Alto,2019,12,2019-12-01,0
310560,Barbacena,2019,1,2019-1-01,0
310560,Barbacena,2019,2,2019-2-01,1
310560,Barbacena,2019,3,2019-3-01,0
310560,Barbacena,2019,4,2019-4-01,2
310560,Barbacena,2019,5,2019-5-01,5
310560,Barbacena,2019,6,2019-6-01,3
310560,Barbacena,2019,7,2019-7-01,0
310560,Barbacena,2019,8,2019-8-01,0
310560,Barbacena,2019,9,2019-9-01,0
310560,Barbacena,2019,10,2019-10-01,0
310560,Barbacena,2019,11,2019-11-01,0
310560,Barbacena,2019,12,2019-12-01,0
310590,Barroso,2019,1,2019-1-01,0
310590,Barroso,2019,2,2019-2-01,0
310590,Barroso,2019,3,2019-3-01,0
310590,Barroso,2019,4,2019-4-01,4
310590,Barroso,2019,5,2019-5-01,2
310590,Barroso,2019,6,2019-6-01,3
310590,Barroso,2019,7,2019-7-01,0
310590,Barroso,2019,8,2019-8-01,0
310590,Barroso,2019,9,2019-9-01,0
310590,Barroso,2019,10,2019-10-01,0
310590,Barroso,2019,11,2019-11-01,0
310590,Barroso,2019,12,2019-12-01,0
310600,Bela Vista de Minas,2019,1,2019-1-01,0
310600,Bela Vista de Minas,2019,2,2019-2-01,0
310600,Bela Vista de Minas,2019,3,2019-3-01,0
310600,Bela Vista de Minas,2019,4,2019-4-01,0
310600,Bela Vista de Minas,2019,5,2019-5-01,3
310600,Bela Vista de Minas,2019,6,2019-6-01,3
310600,Bela Vista de Minas,2019,7,2019-7-01,0
310600,Bela Vista de Minas,2019,8,2019-8-01,0
310600,Bela Vista de Minas,2019,9,2019-9-01,0
310600,Bela Vista de Minas,2019,10,2019-10-01,0
310600,Bela Vista de Minas,2019,11,2019-11-01,0
310600,Bela Vista de Minas,2019,12,2019-12-01,0
310610,Belmiro Braga,2019,1,2019-1-01,0
310610,Belmiro Braga,2019,2,2019-2-01,0
310610,Belmiro Braga,2019,3,2019-3-01,0
310610,Belmiro Braga,2019,4,2019-4-01,1
310610,Belmiro Braga,2019,5,2019-5-01,0
310610,Belmiro Braga,2019,6,2019-6-01,0
310610,Belmiro Braga,2019,7,2019-7-01,0
310610,Belmiro Braga,2019,8,2019-8-01,0
310610,Belmiro Braga,2019,9,2019-9-01,0
310610,Belmiro Braga,2019,10,2019-10-01,0
310610,Belmiro Braga,2019,11,2019-11-01,0
310610,Belmiro Braga,2019,12,2019-12-01,0
310620,Belo Horizonte,2019,1,2019-1-01,42
310620,Belo Horizonte,2019,2,2019-2-01,35
310620,Belo Horizonte,2019,3,2019-3-01,53
310620,Belo Horizonte,2019,4,2019-4-01,87
310620,Belo Horizonte,2019,5,2019-5-01,63
310620,Belo Horizonte,2019,6,2019-6-01,24
310620,Belo Horizonte,2019,7,2019-7-01,13
310620,Belo Horizonte,2019,8,2019-8-01,8
310620,Belo Horizonte,2019,9,2019-9-01,16
310620,Belo Horizonte,2019,10,2019-10-01,8
310620,Belo Horizonte,2019,11,2019-11-01,11
310620,Belo Horizonte,2019,12,2019-12-01,22
310630,Belo Oriente,2019,1,2019-1-01,7
310630,Belo Oriente,2019,2,2019-2-01,4
310630,Belo Oriente,2019,3,2019-3-01,0
310630,Belo Oriente,2019,4,2019-4-01,0
310630,Belo Oriente,2019,5,2019-5-01,0
310630,Belo Oriente,2019,6,2019-6-01,3
310630,Belo Oriente,2019,7,2019-7-01,0
310630,Belo Oriente,2019,8,2019-8-01,1
310630,Belo Oriente,2019,9,2019-9-01,0
310630,Belo Oriente,2019,10,2019-10-01,0
310630,Belo Oriente,2019,11,2019-11-01,0
310630,Belo Oriente,2019,12,2019-12-01,0
310640,Belo Vale,2019,1,2019-1-01,0
310640,Belo Vale,2019,2,2019-2-01,0
310640,Belo Vale,2019,3,2019-3-01,0
310640,Belo Vale,2019,4,2019-4-01,0
310640,Belo Vale,2019,5,2019-5-01,0
310640,Belo Vale,2019,6,2019-6-01,1
310640,Belo Vale,2019,7,2019-7-01,0
310640,Belo Vale,2019,8,2019-8-01,0
310640,Belo Vale,2019,9,2019-9-01,0
310640,Belo Vale,2019,10,2019-10-01,0
310640,Belo Vale,2019,11,2019-11-01,0
310640,Belo Vale,2019,12,2019-12-01,0
310660,Bertópolis,2019,1,2019-1-01,0
310660,Bertópolis,2019,2,2019-2-01,0
310660,Bertópolis,2019,3,2019-3-01,1
310660,Bertópolis,2019,4,2019-4-01,0
310660,Bertópolis,2019,5,2019-5-01,0
310660,Bertópolis,2019,6,2019-6-01,0
310660,Bertópolis,2019,7,2019-7-01,0
310660,Bertópolis,2019,8,2019-8-01,0
310660,Bertópolis,2019,9,2019-9-01,0
310660,Bertópolis,2019,10,2019-10-01,0
310660,Bertópolis,2019,11,2019-11-01,0
310660,Bertópolis,2019,12,2019-12-01,0
310670,Betim,2019,1,2019-1-01,5
310670,Betim,2019,2,2019-2-01,11
310670,Betim,2019,3,2019-3-01,33
310670,Betim,2019,4,2019-4-01,14
310670,Betim,2019,5,2019-5-01,5
310670,Betim,2019,6,2019-6-01,1
310670,Betim,2019,7,2019-7-01,0
310670,Betim,2019,8,2019-8-01,0
310670,Betim,2019,9,2019-9-01,0
310670,Betim,2019,10,2019-10-01,0
310670,Betim,2019,11,2019-11-01,1
310670,Betim,2019,12,2019-12-01,1
310690,Bicas,2019,1,2019-1-01,0
310690,Bicas,2019,2,2019-2-01,0
310690,Bicas,2019,3,2019-3-01,0
310690,Bicas,2019,4,2019-4-01,0
310690,Bicas,2019,5,2019-5-01,1
310690,Bicas,2019,6,2019-6-01,0
310690,Bicas,2019,7,2019-7-01,0
310690,Bicas,2019,8,2019-8-01,0
310690,Bicas,2019,9,2019-9-01,0
310690,Bicas,2019,10,2019-10-01,0
310690,Bicas,2019,11,2019-11-01,0
310690,Bicas,2019,12,2019-12-01,0
310710,Boa Esperança,2019,1,2019-1-01,0
310710,Boa Esperança,2019,2,2019-2-01,0
310710,Boa Esperança,2019,3,2019-3-01,1
310710,Boa Esperança,2019,4,2019-4-01,1
310710,Boa Esperança,2019,5,2019-5-01,2
310710,Boa Esperança,2019,6,2019-6-01,0
310710,Boa Esperança,2019,7,2019-7-01,0
310710,Boa Esperança,2019,8,2019-8-01,0
310710,Boa Esperança,2019,9,2019-9-01,0
310710,Boa Esperança,2019,10,2019-10-01,0
310710,Boa Esperança,2019,11,2019-11-01,0
310710,Boa Esperança,2019,12,2019-12-01,0
310720,Bocaina de Minas,2019,1,2019-1-01,0
310720,Bocaina de Minas,2019,2,2019-2-01,0
310720,Bocaina de Minas,2019,3,2019-3-01,0
310720,Bocaina de Minas,2019,4,2019-4-01,1
310720,Bocaina de Minas,2019,5,2019-5-01,0
310720,Bocaina de Minas,2019,6,2019-6-01,0
310720,Bocaina de Minas,2019,7,2019-7-01,0
310720,Bocaina de Minas,2019,8,2019-8-01,0
310720,Bocaina de Minas,2019,9,2019-9-01,0
310720,Bocaina de Minas,2019,10,2019-10-01,0
310720,Bocaina de Minas,2019,11,2019-11-01,0
310720,Bocaina de Minas,2019,12,2019-12-01,0
310730,Bocaiúva,2019,1,2019-1-01,1
310730,Bocaiúva,2019,2,2019-2-01,0
310730,Bocaiúva,2019,3,2019-3-01,4
310730,Bocaiúva,2019,4,2019-4-01,2
310730,Bocaiúva,2019,5,2019-5-01,6
310730,Bocaiúva,2019,6,2019-6-01,2
310730,Bocaiúva,2019,7,2019-7-01,0
310730,Bocaiúva,2019,8,2019-8-01,0
310730,Bocaiúva,2019,9,2019-9-01,0
310730,Bocaiúva,2019,10,2019-10-01,0
310730,Bocaiúva,2019,11,2019-11-01,0
310730,Bocaiúva,2019,12,2019-12-01,1
310740,Bom Despacho,2019,1,2019-1-01,0
310740,Bom Despacho,2019,2,2019-2-01,0
310740,Bom Despacho,2019,3,2019-3-01,1
310740,Bom Despacho,2019,4,2019-4-01,0
310740,Bom Despacho,2019,5,2019-5-01,0
310740,Bom Despacho,2019,6,2019-6-01,0
310740,Bom Despacho,2019,7,2019-7-01,1
310740,Bom Despacho,2019,8,2019-8-01,0
310740,Bom Despacho,2019,9,2019-9-01,0
310740,Bom Despacho,2019,10,2019-10-01,0
310740,Bom Despacho,2019,11,2019-11-01,0
310740,Bom Despacho,2019,12,2019-12-01,0
310780,Bom Jesus do Galho,2019,1,2019-1-01,0
310780,Bom Jesus do Galho,2019,2,2019-2-01,0
310780,Bom Jesus do Galho,2019,3,2019-3-01,0
310780,Bom Jesus do Galho,2019,4,2019-4-01,0
310780,Bom Jesus do Galho,2019,5,2019-5-01,0
310780,Bom Jesus do Galho,2019,6,2019-6-01,0
310780,Bom Jesus do Galho,2019,7,2019-7-01,0
310780,Bom Jesus do Galho,2019,8,2019-8-01,0
310780,Bom Jesus do Galho,2019,9,2019-9-01,0
310780,Bom Jesus do Galho,2019,10,2019-10-01,0
310780,Bom Jesus do Galho,2019,11,2019-11-01,1
310780,Bom Jesus do Galho,2019,12,2019-12-01,1
310800,Bom Sucesso,2019,1,2019-1-01,1
310800,Bom Sucesso,2019,2,2019-2-01,0
310800,Bom Sucesso,2019,3,2019-3-01,0
310800,Bom Sucesso,2019,4,2019-4-01,0
310800,Bom Sucesso,2019,5,2019-5-01,0
310800,Bom Sucesso,2019,6,2019-6-01,0
310800,Bom Sucesso,2019,7,2019-7-01,0
310800,Bom Sucesso,2019,8,2019-8-01,0
310800,Bom Sucesso,2019,9,2019-9-01,0
310800,Bom Sucesso,2019,10,2019-10-01,0
310800,Bom Sucesso,2019,11,2019-11-01,0
310800,Bom Sucesso,2019,12,2019-12-01,0
310820,Bonfinópolis de Minas,2019,1,2019-1-01,0
310820,Bonfinópolis de Minas,2019,2,2019-2-01,0
310820,Bonfinópolis de Minas,2019,3,2019-3-01,1
310820,Bonfinópolis de Minas,2019,4,2019-4-01,0
310820,Bonfinópolis de Minas,2019,5,2019-5-01,0
310820,Bonfinópolis de Minas,2019,6,2019-6-01,0
310820,Bonfinópolis de Minas,2019,7,2019-7-01,0
310820,Bonfinópolis de Minas,2019,8,2019-8-01,0
310820,Bonfinópolis de Minas,2019,9,2019-9-01,0
310820,Bonfinópolis de Minas,2019,10,2019-10-01,0
310820,Bonfinópolis de Minas,2019,11,2019-11-01,0
310820,Bonfinópolis de Minas,2019,12,2019-12-01,0
310840,Botelhos,2019,1,2019-1-01,2
310840,Botelhos,2019,2,2019-2-01,1
310840,Botelhos,2019,3,2019-3-01,0
310840,Botelhos,2019,4,2019-4-01,0
310840,Botelhos,2019,5,2019-5-01,0
310840,Botelhos,2019,6,2019-6-01,0
310840,Botelhos,2019,7,2019-7-01,0
310840,Botelhos,2019,8,2019-8-01,0
310840,Botelhos,2019,9,2019-9-01,0
310840,Botelhos,2019,10,2019-10-01,0
310840,Botelhos,2019,11,2019-11-01,0
310840,Botelhos,2019,12,2019-12-01,1
310850,Botumirim,2019,1,2019-1-01,0
310850,Botumirim,2019,2,2019-2-01,1
310850,Botumirim,2019,3,2019-3-01,0
310850,Botumirim,2019,4,2019-4-01,0
310850,Botumirim,2019,5,2019-5-01,1
310850,Botumirim,2019,6,2019-6-01,0
310850,Botumirim,2019,7,2019-7-01,0
310850,Botumirim,2019,8,2019-8-01,0
310850,Botumirim,2019,9,2019-9-01,0
310850,Botumirim,2019,10,2019-10-01,0
310850,Botumirim,2019,11,2019-11-01,0
310850,Botumirim,2019,12,2019-12-01,0
310870,Brás Pires,2019,1,2019-1-01,0
310870,Brás Pires,2019,2,2019-2-01,0
310870,Brás Pires,2019,3,2019-3-01,0
310870,Brás Pires,2019,4,2019-4-01,0
310870,Brás Pires,2019,5,2019-5-01,1
310870,Brás Pires,2019,6,2019-6-01,0
310870,Brás Pires,2019,7,2019-7-01,0
310870,Brás Pires,2019,8,2019-8-01,0
310870,Brás Pires,2019,9,2019-9-01,0
310870,Brás Pires,2019,10,2019-10-01,0
310870,Brás Pires,2019,11,2019-11-01,0
310870,Brás Pires,2019,12,2019-12-01,0
310860,Brasília de Minas,2019,1,2019-1-01,0
310860,Brasília de Minas,2019,2,2019-2-01,0
310860,Brasília de Minas,2019,3,2019-3-01,2
310860,Brasília de Minas,2019,4,2019-4-01,2
310860,Brasília de Minas,2019,5,2019-5-01,0
310860,Brasília de Minas,2019,6,2019-6-01,0
310860,Brasília de Minas,2019,7,2019-7-01,0
310860,Brasília de Minas,2019,8,2019-8-01,0
310860,Brasília de Minas,2019,9,2019-9-01,0
310860,Brasília de Minas,2019,10,2019-10-01,0
310860,Brasília de Minas,2019,11,2019-11-01,0
310860,Brasília de Minas,2019,12,2019-12-01,0
310880,Braúnas,2019,1,2019-1-01,1
310880,Braúnas,2019,2,2019-2-01,0
310880,Braúnas,2019,3,2019-3-01,0
310880,Braúnas,2019,4,2019-4-01,1
310880,Braúnas,2019,5,2019-5-01,1
310880,Braúnas,2019,6,2019-6-01,0
310880,Braúnas,2019,7,2019-7-01,0
310880,Braúnas,2019,8,2019-8-01,0
310880,Braúnas,2019,9,2019-9-01,0
310880,Braúnas,2019,10,2019-10-01,0
310880,Braúnas,2019,11,2019-11-01,0
310880,Braúnas,2019,12,2019-12-01,0
310900,Brumadinho,2019,1,2019-1-01,0
310900,Brumadinho,2019,2,2019-2-01,0
310900,Brumadinho,2019,3,2019-3-01,0
310900,Brumadinho,2019,4,2019-4-01,1
310900,Brumadinho,2019,5,2019-5-01,5
310900,Brumadinho,2019,6,2019-6-01,1
310900,Brumadinho,2019,7,2019-7-01,0
310900,Brumadinho,2019,8,2019-8-01,0
310900,Brumadinho,2019,9,2019-9-01,0
310900,Brumadinho,2019,10,2019-10-01,0
310900,Brumadinho,2019,11,2019-11-01,0
310900,Brumadinho,2019,12,2019-12-01,0
310920,Buenópolis,2019,1,2019-1-01,0
310920,Buenópolis,2019,2,2019-2-01,0
310920,Buenópolis,2019,3,2019-3-01,1
310920,Buenópolis,2019,4,2019-4-01,0
310920,Buenópolis,2019,5,2019-5-01,0
310920,Buenópolis,2019,6,2019-6-01,0
310920,Buenópolis,2019,7,2019-7-01,0
310920,Buenópolis,2019,8,2019-8-01,0
310920,Buenópolis,2019,9,2019-9-01,0
310920,Buenópolis,2019,10,2019-10-01,0
310920,Buenópolis,2019,11,2019-11-01,0
310920,Buenópolis,2019,12,2019-12-01,0
310940,Buritizeiro,2019,1,2019-1-01,2
310940,Buritizeiro,2019,2,2019-2-01,0
310940,Buritizeiro,2019,3,2019-3-01,0
310940,Buritizeiro,2019,4,2019-4-01,0
310940,Buritizeiro,2019,5,2019-5-01,0
310940,Buritizeiro,2019,6,2019-6-01,0
310940,Buritizeiro,2019,7,2019-7-01,0
310940,Buritizeiro,2019,8,2019-8-01,0
310940,Buritizeiro,2019,9,2019-9-01,0
310940,Buritizeiro,2019,10,2019-10-01,0
310940,Buritizeiro,2019,11,2019-11-01,0
310940,Buritizeiro,2019,12,2019-12-01,0
310950,Cabo Verde,2019,1,2019-1-01,2
310950,Cabo Verde,2019,2,2019-2-01,0
310950,Cabo Verde,2019,3,2019-3-01,0
310950,Cabo Verde,2019,4,2019-4-01,0
310950,Cabo Verde,2019,5,2019-5-01,0
310950,Cabo Verde,2019,6,2019-6-01,0
310950,Cabo Verde,2019,7,2019-7-01,1
310950,Cabo Verde,2019,8,2019-8-01,0
310950,Cabo Verde,2019,9,2019-9-01,0
310950,Cabo Verde,2019,10,2019-10-01,0
310950,Cabo Verde,2019,11,2019-11-01,0
310950,Cabo Verde,2019,12,2019-12-01,0
310970,Cachoeira de Minas,2019,1,2019-1-01,0
310970,Cachoeira de Minas,2019,2,2019-2-01,0
310970,Cachoeira de Minas,2019,3,2019-3-01,0
310970,Cachoeira de Minas,2019,4,2019-4-01,0
310970,Cachoeira de Minas,2019,5,2019-5-01,0
310970,Cachoeira de Minas,2019,6,2019-6-01,0
310970,Cachoeira de Minas,2019,7,2019-7-01,0
310970,Cachoeira de Minas,2019,8,2019-8-01,0
310970,Cachoeira de Minas,2019,9,2019-9-01,0
310970,Cachoeira de Minas,2019,10,2019-10-01,1
310970,Cachoeira de Minas,2019,11,2019-11-01,0
310970,Cachoeira de Minas,2019,12,2019-12-01,0
310990,Caetanópolis,2019,1,2019-1-01,0
310990,Caetanópolis,2019,2,2019-2-01,2
310990,Caetanópolis,2019,3,2019-3-01,1
310990,Caetanópolis,2019,4,2019-4-01,4
310990,Caetanópolis,2019,5,2019-5-01,2
310990,Caetanópolis,2019,6,2019-6-01,0
310990,Caetanópolis,2019,7,2019-7-01,1
310990,Caetanópolis,2019,8,2019-8-01,0
