codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_aids_adulto
313920,Malacacheta,2019,3,2019-3-01,0
313920,Malacacheta,2019,4,2019-4-01,2
313920,Malacacheta,2019,5,2019-5-01,0
313920,Malacacheta,2019,6,2019-6-01,0
313920,Malacacheta,2019,7,2019-7-01,0
313920,Malacacheta,2019,8,2019-8-01,1
313920,Malacacheta,2019,9,2019-9-01,0
313920,Malacacheta,2019,10,2019-10-01,0
313920,Malacacheta,2019,11,2019-11-01,0
313920,Malacacheta,2019,12,2019-12-01,0
313925,Mamonas,2019,1,2019-1-01,0
313925,Mamonas,2019,2,2019-2-01,0
313925,Mamonas,2019,3,2019-3-01,0
313925,Mamonas,2019,4,2019-4-01,2
313925,Mamonas,2019,5,2019-5-01,0
313925,Mamonas,2019,6,2019-6-01,0
313925,Mamonas,2019,7,2019-7-01,0
313925,Mamonas,2019,8,2019-8-01,0
313925,Mamonas,2019,9,2019-9-01,0
313925,Mamonas,2019,10,2019-10-01,0
313925,Mamonas,2019,11,2019-11-01,0
313925,Mamonas,2019,12,2019-12-01,0
313930,Manga,2019,1,2019-1-01,1
313930,Manga,2019,2,2019-2-01,0
313930,Manga,2019,3,2019-3-01,1
313930,Manga,2019,4,2019-4-01,0
313930,Manga,2019,5,2019-5-01,0
313930,Manga,2019,6,2019-6-01,0
313930,Manga,2019,7,2019-7-01,0
313930,Manga,2019,8,2019-8-01,0
313930,Manga,2019,9,2019-9-01,0
313930,Manga,2019,10,2019-10-01,0
313930,Manga,2019,11,2019-11-01,0
313930,Manga,2019,12,2019-12-01,0
313940,Manhuaçu,2019,1,2019-1-01,4
313940,Manhuaçu,2019,2,2019-2-01,2
313940,Manhuaçu,2019,3,2019-3-01,3
313940,Manhuaçu,2019,4,2019-4-01,1
313940,Manhuaçu,2019,5,2019-5-01,3
313940,Manhuaçu,2019,6,2019-6-01,13
313940,Manhuaçu,2019,7,2019-7-01,1
313940,Manhuaçu,2019,8,2019-8-01,0
313940,Manhuaçu,2019,9,2019-9-01,0
313940,Manhuaçu,2019,10,2019-10-01,1
313940,Manhuaçu,2019,11,2019-11-01,2
313940,Manhuaçu,2019,12,2019-12-01,0
313950,Manhumirim,2019,1,2019-1-01,0
313950,Manhumirim,2019,2,2019-2-01,0
313950,Manhumirim,2019,3,2019-3-01,0
313950,Manhumirim,2019,4,2019-4-01,0
313950,Manhumirim,2019,5,2019-5-01,0
313950,Manhumirim,2019,6,2019-6-01,1
313950,Manhumirim,2019,7,2019-7-01,0
313950,Manhumirim,2019,8,2019-8-01,1
313950,Manhumirim,2019,9,2019-9-01,0
313950,Manhumirim,2019,10,2019-10-01,0
313950,Manhumirim,2019,11,2019-11-01,0
313950,Manhumirim,2019,12,2019-12-01,0
313960,Mantena,2019,1,2019-1-01,1
313960,Mantena,2019,2,2019-2-01,1
313960,Mantena,2019,3,2019-3-01,0
313960,Mantena,2019,4,2019-4-01,0
313960,Mantena,2019,5,2019-5-01,0
313960,Mantena,2019,6,2019-6-01,0
313960,Mantena,2019,7,2019-7-01,1
313960,Mantena,2019,8,2019-8-01,1
313960,Mantena,2019,9,2019-9-01,1
313960,Mantena,2019,10,2019-10-01,1
313960,Mantena,2019,11,2019-11-01,0
313960,Mantena,2019,12,2019-12-01,1
313980,Mar de Espanha,2019,1,2019-1-01,1
313980,Mar de Espanha,2019,2,2019-2-01,1
313980,Mar de Espanha,2019,3,2019-3-01,0
313980,Mar de Espanha,2019,4,2019-4-01,1
313980,Mar de Espanha,2019,5,2019-5-01,1
313980,Mar de Espanha,2019,6,2019-6-01,1
313980,Mar de Espanha,2019,7,2019-7-01,0
313980,Mar de Espanha,2019,8,2019-8-01,0
313980,Mar de Espanha,2019,9,2019-9-01,1
313980,Mar de Espanha,2019,10,2019-10-01,0
313980,Mar de Espanha,2019,11,2019-11-01,0
313980,Mar de Espanha,2019,12,2019-12-01,1
313970,Maravilhas,2019,1,2019-1-01,0
313970,Maravilhas,2019,2,2019-2-01,1
313970,Maravilhas,2019,3,2019-3-01,0
313970,Maravilhas,2019,4,2019-4-01,0
313970,Maravilhas,2019,5,2019-5-01,0
313970,Maravilhas,2019,6,2019-6-01,0
313970,Maravilhas,2019,7,2019-7-01,0
313970,Maravilhas,2019,8,2019-8-01,0
313970,Maravilhas,2019,9,2019-9-01,0
313970,Maravilhas,2019,10,2019-10-01,0
313970,Maravilhas,2019,11,2019-11-01,0
313970,Maravilhas,2019,12,2019-12-01,0
313990,Maria da Fé,2019,1,2019-1-01,0
313990,Maria da Fé,2019,2,2019-2-01,0
313990,Maria da Fé,2019,3,2019-3-01,1
313990,Maria da Fé,2019,4,2019-4-01,0
313990,Maria da Fé,2019,5,2019-5-01,0
313990,Maria da Fé,2019,6,2019-6-01,0
313990,Maria da Fé,2019,7,2019-7-01,0
313990,Maria da Fé,2019,8,2019-8-01,0
313990,Maria da Fé,2019,9,2019-9-01,0
313990,Maria da Fé,2019,10,2019-10-01,0
313990,Maria da Fé,2019,11,2019-11-01,0
313990,Maria da Fé,2019,12,2019-12-01,0
314000,Mariana,2019,1,2019-1-01,0
314000,Mariana,2019,2,2019-2-01,1
314000,Mariana,2019,3,2019-3-01,0
314000,Mariana,2019,4,2019-4-01,0
314000,Mariana,2019,5,2019-5-01,0
314000,Mariana,2019,6,2019-6-01,2
314000,Mariana,2019,7,2019-7-01,0
314000,Mariana,2019,8,2019-8-01,0
314000,Mariana,2019,9,2019-9-01,0
314000,Mariana,2019,10,2019-10-01,1
314000,Mariana,2019,11,2019-11-01,2
314000,Mariana,2019,12,2019-12-01,0
314010,Marilac,2019,1,2019-1-01,0
314010,Marilac,2019,2,2019-2-01,0
314010,Marilac,2019,3,2019-3-01,0
314010,Marilac,2019,4,2019-4-01,1
314010,Marilac,2019,5,2019-5-01,0
314010,Marilac,2019,6,2019-6-01,0
314010,Marilac,2019,7,2019-7-01,0
314010,Marilac,2019,8,2019-8-01,0
314010,Marilac,2019,9,2019-9-01,0
314010,Marilac,2019,10,2019-10-01,0
314010,Marilac,2019,11,2019-11-01,1
314010,Marilac,2019,12,2019-12-01,0
314015,Mário Campos,2019,1,2019-1-01,0
314015,Mário Campos,2019,2,2019-2-01,0
314015,Mário Campos,2019,3,2019-3-01,0
314015,Mário Campos,2019,4,2019-4-01,0
314015,Mário Campos,2019,5,2019-5-01,0
314015,Mário Campos,2019,6,2019-6-01,0
314015,Mário Campos,2019,7,2019-7-01,0
314015,Mário Campos,2019,8,2019-8-01,1
314015,Mário Campos,2019,9,2019-9-01,0
314015,Mário Campos,2019,10,2019-10-01,0
314015,Mário Campos,2019,11,2019-11-01,1
314015,Mário Campos,2019,12,2019-12-01,0
314020,Maripá de Minas,2019,1,2019-1-01,0
314020,Maripá de Minas,2019,2,2019-2-01,0
314020,Maripá de Minas,2019,3,2019-3-01,0
314020,Maripá de Minas,2019,4,2019-4-01,0
314020,Maripá de Minas,2019,5,2019-5-01,0
314020,Maripá de Minas,2019,6,2019-6-01,0
314020,Maripá de Minas,2019,7,2019-7-01,0
314020,Maripá de Minas,2019,8,2019-8-01,0
314020,Maripá de Minas,2019,9,2019-9-01,0
314020,Maripá de Minas,2019,10,2019-10-01,2
314020,Maripá de Minas,2019,11,2019-11-01,0
314020,Maripá de Minas,2019,12,2019-12-01,0
314050,Martinho Campos,2019,1,2019-1-01,1
314050,Martinho Campos,2019,2,2019-2-01,1
314050,Martinho Campos,2019,3,2019-3-01,0
314050,Martinho Campos,2019,4,2019-4-01,0
314050,Martinho Campos,2019,5,2019-5-01,0
314050,Martinho Campos,2019,6,2019-6-01,2
314050,Martinho Campos,2019,7,2019-7-01,0
314050,Martinho Campos,2019,8,2019-8-01,1
314050,Martinho Campos,2019,9,2019-9-01,1
314050,Martinho Campos,2019,10,2019-10-01,1
314050,Martinho Campos,2019,11,2019-11-01,0
314050,Martinho Campos,2019,12,2019-12-01,2
314053,Martins Soares,2019,1,2019-1-01,0
314053,Martins Soares,2019,2,2019-2-01,0
314053,Martins Soares,2019,3,2019-3-01,1
314053,Martins Soares,2019,4,2019-4-01,0
314053,Martins Soares,2019,5,2019-5-01,0
314053,Martins Soares,2019,6,2019-6-01,2
314053,Martins Soares,2019,7,2019-7-01,0
314053,Martins Soares,2019,8,2019-8-01,0
314053,Martins Soares,2019,9,2019-9-01,0
314053,Martins Soares,2019,10,2019-10-01,0
314053,Martins Soares,2019,11,2019-11-01,0
314053,Martins Soares,2019,12,2019-12-01,0
314055,Mata Verde,2019,1,2019-1-01,0
314055,Mata Verde,2019,2,2019-2-01,0
314055,Mata Verde,2019,3,2019-3-01,1
314055,Mata Verde,2019,4,2019-4-01,0
314055,Mata Verde,2019,5,2019-5-01,0
314055,Mata Verde,2019,6,2019-6-01,0
314055,Mata Verde,2019,7,2019-7-01,0
314055,Mata Verde,2019,8,2019-8-01,0
314055,Mata Verde,2019,9,2019-9-01,0
314055,Mata Verde,2019,10,2019-10-01,0
314055,Mata Verde,2019,11,2019-11-01,0
314055,Mata Verde,2019,12,2019-12-01,0
314070,Mateus Leme,2019,1,2019-1-01,0
314070,Mateus Leme,2019,2,2019-2-01,1
314070,Mateus Leme,2019,3,2019-3-01,3
314070,Mateus Leme,2019,4,2019-4-01,2
314070,Mateus Leme,2019,5,2019-5-01,3
314070,Mateus Leme,2019,6,2019-6-01,2
314070,Mateus Leme,2019,7,2019-7-01,0
314070,Mateus Leme,2019,8,2019-8-01,7
314070,Mateus Leme,2019,9,2019-9-01,0
314070,Mateus Leme,2019,10,2019-10-01,3
314070,Mateus Leme,2019,11,2019-11-01,0
314070,Mateus Leme,2019,12,2019-12-01,2
317150,Mathias Lobato,2019,1,2019-1-01,0
317150,Mathias Lobato,2019,2,2019-2-01,0
317150,Mathias Lobato,2019,3,2019-3-01,0
317150,Mathias Lobato,2019,4,2019-4-01,0
317150,Mathias Lobato,2019,5,2019-5-01,0
317150,Mathias Lobato,2019,6,2019-6-01,0
317150,Mathias Lobato,2019,7,2019-7-01,0
317150,Mathias Lobato,2019,8,2019-8-01,0
317150,Mathias Lobato,2019,9,2019-9-01,1
317150,Mathias Lobato,2019,10,2019-10-01,0
317150,Mathias Lobato,2019,11,2019-11-01,0
317150,Mathias Lobato,2019,12,2019-12-01,0
314080,Matias Barbosa,2019,1,2019-1-01,1
314080,Matias Barbosa,2019,2,2019-2-01,0
314080,Matias Barbosa,2019,3,2019-3-01,0
314080,Matias Barbosa,2019,4,2019-4-01,3
314080,Matias Barbosa,2019,5,2019-5-01,1
314080,Matias Barbosa,2019,6,2019-6-01,2
314080,Matias Barbosa,2019,7,2019-7-01,0
314080,Matias Barbosa,2019,8,2019-8-01,0
314080,Matias Barbosa,2019,9,2019-9-01,2
314080,Matias Barbosa,2019,10,2019-10-01,0
314080,Matias Barbosa,2019,11,2019-11-01,0
314080,Matias Barbosa,2019,12,2019-12-01,0
314090,Matipó,2019,1,2019-1-01,0
314090,Matipó,2019,2,2019-2-01,0
314090,Matipó,2019,3,2019-3-01,0
314090,Matipó,2019,4,2019-4-01,0
314090,Matipó,2019,5,2019-5-01,0
314090,Matipó,2019,6,2019-6-01,0
314090,Matipó,2019,7,2019-7-01,1
314090,Matipó,2019,8,2019-8-01,0
314090,Matipó,2019,9,2019-9-01,0
314090,Matipó,2019,10,2019-10-01,0
314090,Matipó,2019,11,2019-11-01,0
314090,Matipó,2019,12,2019-12-01,0
314110,Matozinhos,2019,1,2019-1-01,2
314110,Matozinhos,2019,2,2019-2-01,0
314110,Matozinhos,2019,3,2019-3-01,1
314110,Matozinhos,2019,4,2019-4-01,1
314110,Matozinhos,2019,5,2019-5-01,0
314110,Matozinhos,2019,6,2019-6-01,0
314110,Matozinhos,2019,7,2019-7-01,0
314110,Matozinhos,2019,8,2019-8-01,2
314110,Matozinhos,2019,9,2019-9-01,0
314110,Matozinhos,2019,10,2019-10-01,0
314110,Matozinhos,2019,11,2019-11-01,2
314110,Matozinhos,2019,12,2019-12-01,0
314160,Mercês,2019,1,2019-1-01,0
314160,Mercês,2019,2,2019-2-01,0
314160,Mercês,2019,3,2019-3-01,0
314160,Mercês,2019,4,2019-4-01,1
314160,Mercês,2019,5,2019-5-01,0
314160,Mercês,2019,6,2019-6-01,0
314160,Mercês,2019,7,2019-7-01,0
314160,Mercês,2019,8,2019-8-01,0
314160,Mercês,2019,9,2019-9-01,0
314160,Mercês,2019,10,2019-10-01,0
314160,Mercês,2019,11,2019-11-01,0
314160,Mercês,2019,12,2019-12-01,0
314180,Minas Novas,2019,1,2019-1-01,1
314180,Minas Novas,2019,2,2019-2-01,3
314180,Minas Novas,2019,3,2019-3-01,0
314180,Minas Novas,2019,4,2019-4-01,0
314180,Minas Novas,2019,5,2019-5-01,1
314180,Minas Novas,2019,6,2019-6-01,0
314180,Minas Novas,2019,7,2019-7-01,0
314180,Minas Novas,2019,8,2019-8-01,0
314180,Minas Novas,2019,9,2019-9-01,1
314180,Minas Novas,2019,10,2019-10-01,3
314180,Minas Novas,2019,11,2019-11-01,0
314180,Minas Novas,2019,12,2019-12-01,0
314200,Mirabela,2019,1,2019-1-01,0
314200,Mirabela,2019,2,2019-2-01,0
314200,Mirabela,2019,3,2019-3-01,0
314200,Mirabela,2019,4,2019-4-01,0
314200,Mirabela,2019,5,2019-5-01,0
314200,Mirabela,2019,6,2019-6-01,0
314200,Mirabela,2019,7,2019-7-01,1
314200,Mirabela,2019,8,2019-8-01,0
314200,Mirabela,2019,9,2019-9-01,0
314200,Mirabela,2019,10,2019-10-01,0
314200,Mirabela,2019,11,2019-11-01,0
314200,Mirabela,2019,12,2019-12-01,1
314210,Miradouro,2019,1,2019-1-01,0
314210,Miradouro,2019,2,2019-2-01,0
314210,Miradouro,2019,3,2019-3-01,0
314210,Miradouro,2019,4,2019-4-01,0
314210,Miradouro,2019,5,2019-5-01,0
314210,Miradouro,2019,6,2019-6-01,0
314210,Miradouro,2019,7,2019-7-01,1
314210,Miradouro,2019,8,2019-8-01,0
314210,Miradouro,2019,9,2019-9-01,0
314210,Miradouro,2019,10,2019-10-01,0
314210,Miradouro,2019,11,2019-11-01,0
314210,Miradouro,2019,12,2019-12-01,0
314220,Miraí,2019,1,2019-1-01,0
314220,Miraí,2019,2,2019-2-01,0
314220,Miraí,2019,3,2019-3-01,1
314220,Miraí,2019,4,2019-4-01,1
314220,Miraí,2019,5,2019-5-01,0
314220,Miraí,2019,6,2019-6-01,0
314220,Miraí,2019,7,2019-7-01,0
314220,Miraí,2019,8,2019-8-01,0
314220,Miraí,2019,9,2019-9-01,0
314220,Miraí,2019,10,2019-10-01,0
314220,Miraí,2019,11,2019-11-01,0
314220,Miraí,2019,12,2019-12-01,0
314240,Moema,2019,1,2019-1-01,0
314240,Moema,2019,2,2019-2-01,0
314240,Moema,2019,3,2019-3-01,0
314240,Moema,2019,4,2019-4-01,0
314240,Moema,2019,5,2019-5-01,0
314240,Moema,2019,6,2019-6-01,0
314240,Moema,2019,7,2019-7-01,0
314240,Moema,2019,8,2019-8-01,0
314240,Moema,2019,9,2019-9-01,0
314240,Moema,2019,10,2019-10-01,0
314240,Moema,2019,11,2019-11-01,1
314240,Moema,2019,12,2019-12-01,0
314260,Monsenhor Paulo,2019,1,2019-1-01,0
314260,Monsenhor Paulo,2019,2,2019-2-01,0
314260,Monsenhor Paulo,2019,3,2019-3-01,0
314260,Monsenhor Paulo,2019,4,2019-4-01,0
314260,Monsenhor Paulo,2019,5,2019-5-01,1
314260,Monsenhor Paulo,2019,6,2019-6-01,0
314260,Monsenhor Paulo,2019,7,2019-7-01,0
314260,Monsenhor Paulo,2019,8,2019-8-01,0
314260,Monsenhor Paulo,2019,9,2019-9-01,0
314260,Monsenhor Paulo,2019,10,2019-10-01,0
314260,Monsenhor Paulo,2019,11,2019-11-01,0
314260,Monsenhor Paulo,2019,12,2019-12-01,0
314300,Monte Belo,2019,1,2019-1-01,0
314300,Monte Belo,2019,2,2019-2-01,0
314300,Monte Belo,2019,3,2019-3-01,0
314300,Monte Belo,2019,4,2019-4-01,0
314300,Monte Belo,2019,5,2019-5-01,0
314300,Monte Belo,2019,6,2019-6-01,0
314300,Monte Belo,2019,7,2019-7-01,0
314300,Monte Belo,2019,8,2019-8-01,1
314300,Monte Belo,2019,9,2019-9-01,0
314300,Monte Belo,2019,10,2019-10-01,0
314300,Monte Belo,2019,11,2019-11-01,0
314300,Monte Belo,2019,12,2019-12-01,0
314310,Monte Carmelo,2019,1,2019-1-01,1
314310,Monte Carmelo,2019,2,2019-2-01,0
314310,Monte Carmelo,2019,3,2019-3-01,0
314310,Monte Carmelo,2019,4,2019-4-01,0
314310,Monte Carmelo,2019,5,2019-5-01,0
314310,Monte Carmelo,2019,6,2019-6-01,2
314310,Monte Carmelo,2019,7,2019-7-01,1
314310,Monte Carmelo,2019,8,2019-8-01,0
314310,Monte Carmelo,2019,9,2019-9-01,0
314310,Monte Carmelo,2019,10,2019-10-01,1
314310,Monte Carmelo,2019,11,2019-11-01,0
314310,Monte Carmelo,2019,12,2019-12-01,0
314315,Monte Formoso,2019,1,2019-1-01,0
314315,Monte Formoso,2019,2,2019-2-01,0
314315,Monte Formoso,2019,3,2019-3-01,1
314315,Monte Formoso,2019,4,2019-4-01,0
314315,Monte Formoso,2019,5,2019-5-01,0
314315,Monte Formoso,2019,6,2019-6-01,0
314315,Monte Formoso,2019,7,2019-7-01,0
314315,Monte Formoso,2019,8,2019-8-01,0
314315,Monte Formoso,2019,9,2019-9-01,0
314315,Monte Formoso,2019,10,2019-10-01,0
314315,Monte Formoso,2019,11,2019-11-01,0
314315,Monte Formoso,2019,12,2019-12-01,0
314320,Monte Santo de Minas,2019,1,2019-1-01,0
314320,Monte Santo de Minas,2019,2,2019-2-01,0
314320,Monte Santo de Minas,2019,3,2019-3-01,2
314320,Monte Santo de Minas,2019,4,2019-4-01,0
314320,Monte Santo de Minas,2019,5,2019-5-01,0
314320,Monte Santo de Minas,2019,6,2019-6-01,0
314320,Monte Santo de Minas,2019,7,2019-7-01,0
314320,Monte Santo de Minas,2019,8,2019-8-01,0
314320,Monte Santo de Minas,2019,9,2019-9-01,0
314320,Monte Santo de Minas,2019,10,2019-10-01,0
314320,Monte Santo de Minas,2019,11,2019-11-01,0
314320,Monte Santo de Minas,2019,12,2019-12-01,0
314340,Monte Sião,2019,1,2019-1-01,0
314340,Monte Sião,2019,2,2019-2-01,3
314340,Monte Sião,2019,3,2019-3-01,1
314340,Monte Sião,2019,4,2019-4-01,1
314340,Monte Sião,2019,5,2019-5-01,0
314340,Monte Sião,2019,6,2019-6-01,0
314340,Monte Sião,2019,7,2019-7-01,0
314340,Monte Sião,2019,8,2019-8-01,0
314340,Monte Sião,2019,9,2019-9-01,0
314340,Monte Sião,2019,10,2019-10-01,0
314340,Monte Sião,2019,11,2019-11-01,0
314340,Monte Sião,2019,12,2019-12-01,0
314330,Montes Claros,2019,1,2019-1-01,10
314330,Montes Claros,2019,2,2019-2-01,10
314330,Montes Claros,2019,3,2019-3-01,5
314330,Montes Claros,2019,4,2019-4-01,18
314330,Montes Claros,2019,5,2019-5-01,11
314330,Montes Claros,2019,6,2019-6-01,1
314330,Montes Claros,2019,7,2019-7-01,5
314330,Montes Claros,2019,8,2019-8-01,14
314330,Montes Claros,2019,9,2019-9-01,5
314330,Montes Claros,2019,10,2019-10-01,20
314330,Montes Claros,2019,11,2019-11-01,19
314330,Montes Claros,2019,12,2019-12-01,1
314350,Morada Nova de Minas,2019,1,2019-1-01,1
314350,Morada Nova de Minas,2019,2,2019-2-01,0
314350,Morada Nova de Minas,2019,3,2019-3-01,0
314350,Morada Nova de Minas,2019,4,2019-4-01,0
314350,Morada Nova de Minas,2019,5,2019-5-01,3
314350,Morada Nova de Minas,2019,6,2019-6-01,0
314350,Morada Nova de Minas,2019,7,2019-7-01,0
314350,Morada Nova de Minas,2019,8,2019-8-01,0
314350,Morada Nova de Minas,2019,9,2019-9-01,0
314350,Morada Nova de Minas,2019,10,2019-10-01,0
314350,Morada Nova de Minas,2019,11,2019-11-01,0
314350,Morada Nova de Minas,2019,12,2019-12-01,0
314390,Muriaé,2019,1,2019-1-01,6
314390,Muriaé,2019,2,2019-2-01,1
314390,Muriaé,2019,3,2019-3-01,7
314390,Muriaé,2019,4,2019-4-01,5
314390,Muriaé,2019,5,2019-5-01,2
314390,Muriaé,2019,6,2019-6-01,2
314390,Muriaé,2019,7,2019-7-01,6
314390,Muriaé,2019,8,2019-8-01,1
314390,Muriaé,2019,9,2019-9-01,1
314390,Muriaé,2019,10,2019-10-01,0
314390,Muriaé,2019,11,2019-11-01,2
314390,Muriaé,2019,12,2019-12-01,3
314400,Mutum,2019,1,2019-1-01,0
314400,Mutum,2019,2,2019-2-01,0
314400,Mutum,2019,3,2019-3-01,0
314400,Mutum,2019,4,2019-4-01,0
314400,Mutum,2019,5,2019-5-01,0
314400,Mutum,2019,6,2019-6-01,1
314400,Mutum,2019,7,2019-7-01,0
314400,Mutum,2019,8,2019-8-01,1
314400,Mutum,2019,9,2019-9-01,0
314400,Mutum,2019,10,2019-10-01,0
314400,Mutum,2019,11,2019-11-01,0
314400,Mutum,2019,12,2019-12-01,0
314430,Nanuque,2019,1,2019-1-01,0
314430,Nanuque,2019,2,2019-2-01,2
314430,Nanuque,2019,3,2019-3-01,2
314430,Nanuque,2019,4,2019-4-01,0
314430,Nanuque,2019,5,2019-5-01,0
314430,Nanuque,2019,6,2019-6-01,0
314430,Nanuque,2019,7,2019-7-01,0
314430,Nanuque,2019,8,2019-8-01,2
314430,Nanuque,2019,9,2019-9-01,1
314430,Nanuque,2019,10,2019-10-01,0
314430,Nanuque,2019,11,2019-11-01,0
314430,Nanuque,2019,12,2019-12-01,2
314435,Naque,2019,1,2019-1-01,0
314435,Naque,2019,2,2019-2-01,0
314435,Naque,2019,3,2019-3-01,1
314435,Naque,2019,4,2019-4-01,1
314435,Naque,2019,5,2019-5-01,0
314435,Naque,2019,6,2019-6-01,0
314435,Naque,2019,7,2019-7-01,0
314435,Naque,2019,8,2019-8-01,0
314435,Naque,2019,9,2019-9-01,0
314435,Naque,2019,10,2019-10-01,0
314435,Naque,2019,11,2019-11-01,0
314435,Naque,2019,12,2019-12-01,0
314450,Nazareno,2019,1,2019-1-01,0
314450,Nazareno,2019,2,2019-2-01,0
314450,Nazareno,2019,3,2019-3-01,0
314450,Nazareno,2019,4,2019-4-01,0
314450,Nazareno,2019,5,2019-5-01,0
314450,Nazareno,2019,6,2019-6-01,0
314450,Nazareno,2019,7,2019-7-01,0
314450,Nazareno,2019,8,2019-8-01,0
314450,Nazareno,2019,9,2019-9-01,0
314450,Nazareno,2019,10,2019-10-01,1
314450,Nazareno,2019,11,2019-11-01,0
314450,Nazareno,2019,12,2019-12-01,0
314460,Nepomuceno,2019,1,2019-1-01,0
314460,Nepomuceno,2019,2,2019-2-01,0
314460,Nepomuceno,2019,3,2019-3-01,2
314460,Nepomuceno,2019,4,2019-4-01,0
314460,Nepomuceno,2019,5,2019-5-01,1
314460,Nepomuceno,2019,6,2019-6-01,0
314460,Nepomuceno,2019,7,2019-7-01,0
314460,Nepomuceno,2019,8,2019-8-01,0
314460,Nepomuceno,2019,9,2019-9-01,0
314460,Nepomuceno,2019,10,2019-10-01,0
314460,Nepomuceno,2019,11,2019-11-01,0
314460,Nepomuceno,2019,12,2019-12-01,0
314480,Nova Lima,2019,1,2019-1-01,4
314480,Nova Lima,2019,2,2019-2-01,1
314480,Nova Lima,2019,3,2019-3-01,2
314480,Nova Lima,2019,4,2019-4-01,2
314480,Nova Lima,2019,5,2019-5-01,4
314480,Nova Lima,2019,6,2019-6-01,2
314480,Nova Lima,2019,7,2019-7-01,3
314480,Nova Lima,2019,8,2019-8-01,3
314480,Nova Lima,2019,9,2019-9-01,2
314480,Nova Lima,2019,10,2019-10-01,6
314480,Nova Lima,2019,11,2019-11-01,0
314480,Nova Lima,2019,12,2019-12-01,3
314490,Nova Módica,2019,1,2019-1-01,1
314490,Nova Módica,2019,2,2019-2-01,0
314490,Nova Módica,2019,3,2019-3-01,0
314490,Nova Módica,2019,4,2019-4-01,0
314490,Nova Módica,2019,5,2019-5-01,0
314490,Nova Módica,2019,6,2019-6-01,0
314490,Nova Módica,2019,7,2019-7-01,1
314490,Nova Módica,2019,8,2019-8-01,0
314490,Nova Módica,2019,9,2019-9-01,0
314490,Nova Módica,2019,10,2019-10-01,0
314490,Nova Módica,2019,11,2019-11-01,0
314490,Nova Módica,2019,12,2019-12-01,0
314500,Nova Ponte,2019,1,2019-1-01,0
314500,Nova Ponte,2019,2,2019-2-01,0
314500,Nova Ponte,2019,3,2019-3-01,1
314500,Nova Ponte,2019,4,2019-4-01,0
314500,Nova Ponte,2019,5,2019-5-01,0
314500,Nova Ponte,2019,6,2019-6-01,0
314500,Nova Ponte,2019,7,2019-7-01,0
314500,Nova Ponte,2019,8,2019-8-01,0
314500,Nova Ponte,2019,9,2019-9-01,0
314500,Nova Ponte,2019,10,2019-10-01,0
314500,Nova Ponte,2019,11,2019-11-01,0
314500,Nova Ponte,2019,12,2019-12-01,0
314505,Nova Porteirinha,2019,1,2019-1-01,0
314505,Nova Porteirinha,2019,2,2019-2-01,0
314505,Nova Porteirinha,2019,3,2019-3-01,1
314505,Nova Porteirinha,2019,4,2019-4-01,0
314505,Nova Porteirinha,2019,5,2019-5-01,0
314505,Nova Porteirinha,2019,6,2019-6-01,0
314505,Nova Porteirinha,2019,7,2019-7-01,0
314505,Nova Porteirinha,2019,8,2019-8-01,0
314505,Nova Porteirinha,2019,9,2019-9-01,0
314505,Nova Porteirinha,2019,10,2019-10-01,0
314505,Nova Porteirinha,2019,11,2019-11-01,0
314505,Nova Porteirinha,2019,12,2019-12-01,1
314510,Nova Resende,2019,1,2019-1-01,0
314510,Nova Resende,2019,2,2019-2-01,0
314510,Nova Resende,2019,3,2019-3-01,0
314510,Nova Resende,2019,4,2019-4-01,0
314510,Nova Resende,2019,5,2019-5-01,1
314510,Nova Resende,2019,6,2019-6-01,0
314510,Nova Resende,2019,7,2019-7-01,0
314510,Nova Resende,2019,8,2019-8-01,0
314510,Nova Resende,2019,9,2019-9-01,0
314510,Nova Resende,2019,10,2019-10-01,0
314510,Nova Resende,2019,11,2019-11-01,0
314510,Nova Resende,2019,12,2019-12-01,0
314520,Nova Serrana,2019,1,2019-1-01,4
314520,Nova Serrana,2019,2,2019-2-01,13
314520,Nova Serrana,2019,3,2019-3-01,2
314520,Nova Serrana,2019,4,2019-4-01,4
314520,Nova Serrana,2019,5,2019-5-01,3
314520,Nova Serrana,2019,6,2019-6-01,2
314520,Nova Serrana,2019,7,2019-7-01,0
314520,Nova Serrana,2019,8,2019-8-01,8
314520,Nova Serrana,2019,9,2019-9-01,5
314520,Nova Serrana,2019,10,2019-10-01,2
314520,Nova Serrana,2019,11,2019-11-01,4
314520,Nova Serrana,2019,12,2019-12-01,1
313660,Nova União,2019,1,2019-1-01,0
313660,Nova União,2019,2,2019-2-01,0
313660,Nova União,2019,3,2019-3-01,0
313660,Nova União,2019,4,2019-4-01,0
313660,Nova União,2019,5,2019-5-01,0
313660,Nova União,2019,6,2019-6-01,0
313660,Nova União,2019,7,2019-7-01,0
313660,Nova União,2019,8,2019-8-01,0
313660,Nova União,2019,9,2019-9-01,1
313660,Nova União,2019,10,2019-10-01,0
313660,Nova União,2019,11,2019-11-01,0
313660,Nova União,2019,12,2019-12-01,0
314530,Novo Cruzeiro,2019,1,2019-1-01,0
314530,Novo Cruzeiro,2019,2,2019-2-01,1
314530,Novo Cruzeiro,2019,3,2019-3-01,0
314530,Novo Cruzeiro,2019,4,2019-4-01,0
314530,Novo Cruzeiro,2019,5,2019-5-01,0
