codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_hepatites_virais
312110,Delfim Moreira,2018,3,2018-3-01,0
312110,Delfim Moreira,2018,4,2018-4-01,0
312110,Delfim Moreira,2018,5,2018-5-01,0
312110,Delfim Moreira,2018,6,2018-6-01,0
312110,Delfim Moreira,2018,7,2018-7-01,0
312110,Delfim Moreira,2018,8,2018-8-01,0
312110,Delfim Moreira,2018,9,2018-9-01,0
312110,Delfim Moreira,2018,10,2018-10-01,0
312110,Delfim Moreira,2018,11,2018-11-01,0
312110,Delfim Moreira,2018,12,2018-12-01,0
312125,Delta,2018,1,2018-1-01,0
312125,Delta,2018,2,2018-2-01,0
312125,Delta,2018,3,2018-3-01,0
312125,Delta,2018,4,2018-4-01,1
312125,Delta,2018,5,2018-5-01,1
312125,Delta,2018,6,2018-6-01,0
312125,Delta,2018,7,2018-7-01,0
312125,Delta,2018,8,2018-8-01,0
312125,Delta,2018,9,2018-9-01,1
312125,Delta,2018,10,2018-10-01,0
312125,Delta,2018,11,2018-11-01,0
312125,Delta,2018,12,2018-12-01,0
312130,Descoberto,2018,1,2018-1-01,1
312130,Descoberto,2018,2,2018-2-01,0
312130,Descoberto,2018,3,2018-3-01,0
312130,Descoberto,2018,4,2018-4-01,0
312130,Descoberto,2018,5,2018-5-01,0
312130,Descoberto,2018,6,2018-6-01,0
312130,Descoberto,2018,7,2018-7-01,0
312130,Descoberto,2018,8,2018-8-01,0
312130,Descoberto,2018,9,2018-9-01,0
312130,Descoberto,2018,10,2018-10-01,1
312130,Descoberto,2018,11,2018-11-01,0
312130,Descoberto,2018,12,2018-12-01,0
312160,Diamantina,2018,1,2018-1-01,1
312160,Diamantina,2018,2,2018-2-01,0
312160,Diamantina,2018,3,2018-3-01,2
312160,Diamantina,2018,4,2018-4-01,0
312160,Diamantina,2018,5,2018-5-01,1
312160,Diamantina,2018,6,2018-6-01,0
312160,Diamantina,2018,7,2018-7-01,0
312160,Diamantina,2018,8,2018-8-01,1
312160,Diamantina,2018,9,2018-9-01,1
312160,Diamantina,2018,10,2018-10-01,0
312160,Diamantina,2018,11,2018-11-01,0
312160,Diamantina,2018,12,2018-12-01,0
312170,Diogo de Vasconcelos,2018,1,2018-1-01,1
312170,Diogo de Vasconcelos,2018,2,2018-2-01,0
312170,Diogo de Vasconcelos,2018,3,2018-3-01,0
312170,Diogo de Vasconcelos,2018,4,2018-4-01,0
312170,Diogo de Vasconcelos,2018,5,2018-5-01,0
312170,Diogo de Vasconcelos,2018,6,2018-6-01,0
312170,Diogo de Vasconcelos,2018,7,2018-7-01,0
312170,Diogo de Vasconcelos,2018,8,2018-8-01,0
312170,Diogo de Vasconcelos,2018,9,2018-9-01,0
312170,Diogo de Vasconcelos,2018,10,2018-10-01,0
312170,Diogo de Vasconcelos,2018,11,2018-11-01,0
312170,Diogo de Vasconcelos,2018,12,2018-12-01,0
312200,Divino,2018,1,2018-1-01,0
312200,Divino,2018,2,2018-2-01,0
312200,Divino,2018,3,2018-3-01,0
312200,Divino,2018,4,2018-4-01,1
312200,Divino,2018,5,2018-5-01,0
312200,Divino,2018,6,2018-6-01,0
312200,Divino,2018,7,2018-7-01,0
312200,Divino,2018,8,2018-8-01,0
312200,Divino,2018,9,2018-9-01,0
312200,Divino,2018,10,2018-10-01,0
312200,Divino,2018,11,2018-11-01,0
312200,Divino,2018,12,2018-12-01,0
312230,Divinópolis,2018,1,2018-1-01,3
312230,Divinópolis,2018,2,2018-2-01,5
312230,Divinópolis,2018,3,2018-3-01,5
312230,Divinópolis,2018,4,2018-4-01,5
312230,Divinópolis,2018,5,2018-5-01,8
312230,Divinópolis,2018,6,2018-6-01,2
312230,Divinópolis,2018,7,2018-7-01,2
312230,Divinópolis,2018,8,2018-8-01,3
312230,Divinópolis,2018,9,2018-9-01,0
312230,Divinópolis,2018,10,2018-10-01,1
312230,Divinópolis,2018,11,2018-11-01,2
312230,Divinópolis,2018,12,2018-12-01,1
312235,Divisa Alegre,2018,1,2018-1-01,0
312235,Divisa Alegre,2018,2,2018-2-01,0
312235,Divisa Alegre,2018,3,2018-3-01,0
312235,Divisa Alegre,2018,4,2018-4-01,0
312235,Divisa Alegre,2018,5,2018-5-01,0
312235,Divisa Alegre,2018,6,2018-6-01,0
312235,Divisa Alegre,2018,7,2018-7-01,0
312235,Divisa Alegre,2018,8,2018-8-01,0
312235,Divisa Alegre,2018,9,2018-9-01,0
312235,Divisa Alegre,2018,10,2018-10-01,0
312235,Divisa Alegre,2018,11,2018-11-01,0
312235,Divisa Alegre,2018,12,2018-12-01,1
312247,Dom Bosco,2018,1,2018-1-01,1
312247,Dom Bosco,2018,2,2018-2-01,0
312247,Dom Bosco,2018,3,2018-3-01,0
312247,Dom Bosco,2018,4,2018-4-01,1
312247,Dom Bosco,2018,5,2018-5-01,0
312247,Dom Bosco,2018,6,2018-6-01,1
312247,Dom Bosco,2018,7,2018-7-01,0
312247,Dom Bosco,2018,8,2018-8-01,0
312247,Dom Bosco,2018,9,2018-9-01,0
312247,Dom Bosco,2018,10,2018-10-01,0
312247,Dom Bosco,2018,11,2018-11-01,2
312247,Dom Bosco,2018,12,2018-12-01,0
312250,Dom Cavati,2018,1,2018-1-01,0
312250,Dom Cavati,2018,2,2018-2-01,0
312250,Dom Cavati,2018,3,2018-3-01,0
312250,Dom Cavati,2018,4,2018-4-01,0
312250,Dom Cavati,2018,5,2018-5-01,0
312250,Dom Cavati,2018,6,2018-6-01,1
312250,Dom Cavati,2018,7,2018-7-01,0
312250,Dom Cavati,2018,8,2018-8-01,0
312250,Dom Cavati,2018,9,2018-9-01,0
312250,Dom Cavati,2018,10,2018-10-01,0
312250,Dom Cavati,2018,11,2018-11-01,0
312250,Dom Cavati,2018,12,2018-12-01,0
312280,Dom Viçoso,2018,1,2018-1-01,0
312280,Dom Viçoso,2018,2,2018-2-01,1
312280,Dom Viçoso,2018,3,2018-3-01,1
312280,Dom Viçoso,2018,4,2018-4-01,0
312280,Dom Viçoso,2018,5,2018-5-01,0
312280,Dom Viçoso,2018,6,2018-6-01,0
312280,Dom Viçoso,2018,7,2018-7-01,0
312280,Dom Viçoso,2018,8,2018-8-01,0
312280,Dom Viçoso,2018,9,2018-9-01,0
312280,Dom Viçoso,2018,10,2018-10-01,0
312280,Dom Viçoso,2018,11,2018-11-01,0
312280,Dom Viçoso,2018,12,2018-12-01,1
312290,Dona Eusébia,2018,1,2018-1-01,0
312290,Dona Eusébia,2018,2,2018-2-01,0
312290,Dona Eusébia,2018,3,2018-3-01,0
312290,Dona Eusébia,2018,4,2018-4-01,0
312290,Dona Eusébia,2018,5,2018-5-01,0
312290,Dona Eusébia,2018,6,2018-6-01,0
312290,Dona Eusébia,2018,7,2018-7-01,0
312290,Dona Eusébia,2018,8,2018-8-01,0
312290,Dona Eusébia,2018,9,2018-9-01,0
312290,Dona Eusébia,2018,10,2018-10-01,1
312290,Dona Eusébia,2018,11,2018-11-01,0
312290,Dona Eusébia,2018,12,2018-12-01,0
312310,Dores de Guanhães,2018,1,2018-1-01,0
312310,Dores de Guanhães,2018,2,2018-2-01,0
312310,Dores de Guanhães,2018,3,2018-3-01,0
312310,Dores de Guanhães,2018,4,2018-4-01,0
312310,Dores de Guanhães,2018,5,2018-5-01,0
312310,Dores de Guanhães,2018,6,2018-6-01,0
312310,Dores de Guanhães,2018,7,2018-7-01,0
312310,Dores de Guanhães,2018,8,2018-8-01,0
312310,Dores de Guanhães,2018,9,2018-9-01,2
312310,Dores de Guanhães,2018,10,2018-10-01,0
312310,Dores de Guanhães,2018,11,2018-11-01,0
312310,Dores de Guanhães,2018,12,2018-12-01,0
312350,Douradoquara,2018,1,2018-1-01,1
312350,Douradoquara,2018,2,2018-2-01,0
312350,Douradoquara,2018,3,2018-3-01,0
312350,Douradoquara,2018,4,2018-4-01,0
312350,Douradoquara,2018,5,2018-5-01,0
312350,Douradoquara,2018,6,2018-6-01,0
312350,Douradoquara,2018,7,2018-7-01,1
312350,Douradoquara,2018,8,2018-8-01,0
312350,Douradoquara,2018,9,2018-9-01,0
312350,Douradoquara,2018,10,2018-10-01,0
312350,Douradoquara,2018,11,2018-11-01,0
312350,Douradoquara,2018,12,2018-12-01,0
312360,Elói Mendes,2018,1,2018-1-01,0
312360,Elói Mendes,2018,2,2018-2-01,0
312360,Elói Mendes,2018,3,2018-3-01,0
312360,Elói Mendes,2018,4,2018-4-01,0
312360,Elói Mendes,2018,5,2018-5-01,0
312360,Elói Mendes,2018,6,2018-6-01,0
312360,Elói Mendes,2018,7,2018-7-01,0
312360,Elói Mendes,2018,8,2018-8-01,0
312360,Elói Mendes,2018,9,2018-9-01,0
312360,Elói Mendes,2018,10,2018-10-01,0
312360,Elói Mendes,2018,11,2018-11-01,0
312360,Elói Mendes,2018,12,2018-12-01,1
312370,Engenheiro Caldas,2018,1,2018-1-01,0
312370,Engenheiro Caldas,2018,2,2018-2-01,0
312370,Engenheiro Caldas,2018,3,2018-3-01,0
312370,Engenheiro Caldas,2018,4,2018-4-01,0
312370,Engenheiro Caldas,2018,5,2018-5-01,0
312370,Engenheiro Caldas,2018,6,2018-6-01,0
312370,Engenheiro Caldas,2018,7,2018-7-01,2
312370,Engenheiro Caldas,2018,8,2018-8-01,0
312370,Engenheiro Caldas,2018,9,2018-9-01,0
312370,Engenheiro Caldas,2018,10,2018-10-01,1
312370,Engenheiro Caldas,2018,11,2018-11-01,0
312370,Engenheiro Caldas,2018,12,2018-12-01,0
312385,Entre Folhas,2018,1,2018-1-01,0
312385,Entre Folhas,2018,2,2018-2-01,2
312385,Entre Folhas,2018,3,2018-3-01,0
312385,Entre Folhas,2018,4,2018-4-01,0
312385,Entre Folhas,2018,5,2018-5-01,0
312385,Entre Folhas,2018,6,2018-6-01,0
312385,Entre Folhas,2018,7,2018-7-01,0
312385,Entre Folhas,2018,8,2018-8-01,0
312385,Entre Folhas,2018,9,2018-9-01,0
312385,Entre Folhas,2018,10,2018-10-01,0
312385,Entre Folhas,2018,11,2018-11-01,0
312385,Entre Folhas,2018,12,2018-12-01,0
312390,Entre Rios de Minas,2018,1,2018-1-01,0
312390,Entre Rios de Minas,2018,2,2018-2-01,1
312390,Entre Rios de Minas,2018,3,2018-3-01,0
312390,Entre Rios de Minas,2018,4,2018-4-01,0
312390,Entre Rios de Minas,2018,5,2018-5-01,0
312390,Entre Rios de Minas,2018,6,2018-6-01,0
312390,Entre Rios de Minas,2018,7,2018-7-01,0
312390,Entre Rios de Minas,2018,8,2018-8-01,0
312390,Entre Rios de Minas,2018,9,2018-9-01,0
312390,Entre Rios de Minas,2018,10,2018-10-01,0
312390,Entre Rios de Minas,2018,11,2018-11-01,0
312390,Entre Rios de Minas,2018,12,2018-12-01,0
312410,Esmeraldas,2018,1,2018-1-01,0
312410,Esmeraldas,2018,2,2018-2-01,0
312410,Esmeraldas,2018,3,2018-3-01,2
312410,Esmeraldas,2018,4,2018-4-01,2
312410,Esmeraldas,2018,5,2018-5-01,1
312410,Esmeraldas,2018,6,2018-6-01,0
312410,Esmeraldas,2018,7,2018-7-01,0
312410,Esmeraldas,2018,8,2018-8-01,1
312410,Esmeraldas,2018,9,2018-9-01,1
312410,Esmeraldas,2018,10,2018-10-01,4
312410,Esmeraldas,2018,11,2018-11-01,3
312410,Esmeraldas,2018,12,2018-12-01,0
312420,Espera Feliz,2018,1,2018-1-01,1
312420,Espera Feliz,2018,2,2018-2-01,1
312420,Espera Feliz,2018,3,2018-3-01,1
312420,Espera Feliz,2018,4,2018-4-01,1
312420,Espera Feliz,2018,5,2018-5-01,0
312420,Espera Feliz,2018,6,2018-6-01,1
312420,Espera Feliz,2018,7,2018-7-01,0
312420,Espera Feliz,2018,8,2018-8-01,0
312420,Espera Feliz,2018,9,2018-9-01,0
312420,Espera Feliz,2018,10,2018-10-01,0
312420,Espera Feliz,2018,11,2018-11-01,0
312420,Espera Feliz,2018,12,2018-12-01,0
312430,Espinosa,2018,1,2018-1-01,0
312430,Espinosa,2018,2,2018-2-01,0
312430,Espinosa,2018,3,2018-3-01,0
312430,Espinosa,2018,4,2018-4-01,0
312430,Espinosa,2018,5,2018-5-01,0
312430,Espinosa,2018,6,2018-6-01,0
312430,Espinosa,2018,7,2018-7-01,0
312430,Espinosa,2018,8,2018-8-01,2
312430,Espinosa,2018,9,2018-9-01,0
312430,Espinosa,2018,10,2018-10-01,0
312430,Espinosa,2018,11,2018-11-01,0
312430,Espinosa,2018,12,2018-12-01,0
312450,Estiva,2018,1,2018-1-01,1
312450,Estiva,2018,2,2018-2-01,0
312450,Estiva,2018,3,2018-3-01,0
312450,Estiva,2018,4,2018-4-01,0
312450,Estiva,2018,5,2018-5-01,0
312450,Estiva,2018,6,2018-6-01,0
312450,Estiva,2018,7,2018-7-01,0
312450,Estiva,2018,8,2018-8-01,0
312450,Estiva,2018,9,2018-9-01,1
312450,Estiva,2018,10,2018-10-01,0
312450,Estiva,2018,11,2018-11-01,0
312450,Estiva,2018,12,2018-12-01,0
312460,Estrela Dalva,2018,1,2018-1-01,0
312460,Estrela Dalva,2018,2,2018-2-01,0
312460,Estrela Dalva,2018,3,2018-3-01,0
312460,Estrela Dalva,2018,4,2018-4-01,0
312460,Estrela Dalva,2018,5,2018-5-01,0
312460,Estrela Dalva,2018,6,2018-6-01,0
312460,Estrela Dalva,2018,7,2018-7-01,1
312460,Estrela Dalva,2018,8,2018-8-01,0
312460,Estrela Dalva,2018,9,2018-9-01,0
312460,Estrela Dalva,2018,10,2018-10-01,0
312460,Estrela Dalva,2018,11,2018-11-01,0
312460,Estrela Dalva,2018,12,2018-12-01,0
312480,Estrela do Sul,2018,1,2018-1-01,0
312480,Estrela do Sul,2018,2,2018-2-01,0
312480,Estrela do Sul,2018,3,2018-3-01,0
312480,Estrela do Sul,2018,4,2018-4-01,0
312480,Estrela do Sul,2018,5,2018-5-01,0
312480,Estrela do Sul,2018,6,2018-6-01,0
312480,Estrela do Sul,2018,7,2018-7-01,0
312480,Estrela do Sul,2018,8,2018-8-01,0
312480,Estrela do Sul,2018,9,2018-9-01,2
312480,Estrela do Sul,2018,10,2018-10-01,0
312480,Estrela do Sul,2018,11,2018-11-01,0
312480,Estrela do Sul,2018,12,2018-12-01,0
312490,Eugenópolis,2018,1,2018-1-01,0
312490,Eugenópolis,2018,2,2018-2-01,0
312490,Eugenópolis,2018,3,2018-3-01,0
312490,Eugenópolis,2018,4,2018-4-01,0
312490,Eugenópolis,2018,5,2018-5-01,0
312490,Eugenópolis,2018,6,2018-6-01,1
312490,Eugenópolis,2018,7,2018-7-01,0
312490,Eugenópolis,2018,8,2018-8-01,0
312490,Eugenópolis,2018,9,2018-9-01,0
312490,Eugenópolis,2018,10,2018-10-01,0
312490,Eugenópolis,2018,11,2018-11-01,0
312490,Eugenópolis,2018,12,2018-12-01,0
312510,Extrema,2018,1,2018-1-01,0
312510,Extrema,2018,2,2018-2-01,0
312510,Extrema,2018,3,2018-3-01,1
312510,Extrema,2018,4,2018-4-01,0
312510,Extrema,2018,5,2018-5-01,0
312510,Extrema,2018,6,2018-6-01,3
312510,Extrema,2018,7,2018-7-01,2
312510,Extrema,2018,8,2018-8-01,1
312510,Extrema,2018,9,2018-9-01,2
312510,Extrema,2018,10,2018-10-01,0
312510,Extrema,2018,11,2018-11-01,1
312510,Extrema,2018,12,2018-12-01,0
312520,Fama,2018,1,2018-1-01,0
312520,Fama,2018,2,2018-2-01,0
312520,Fama,2018,3,2018-3-01,0
312520,Fama,2018,4,2018-4-01,0
312520,Fama,2018,5,2018-5-01,1
312520,Fama,2018,6,2018-6-01,0
312520,Fama,2018,7,2018-7-01,1
312520,Fama,2018,8,2018-8-01,0
312520,Fama,2018,9,2018-9-01,0
312520,Fama,2018,10,2018-10-01,0
312520,Fama,2018,11,2018-11-01,0
312520,Fama,2018,12,2018-12-01,0
312560,Felisburgo,2018,1,2018-1-01,0
312560,Felisburgo,2018,2,2018-2-01,0
312560,Felisburgo,2018,3,2018-3-01,0
312560,Felisburgo,2018,4,2018-4-01,1
312560,Felisburgo,2018,5,2018-5-01,0
312560,Felisburgo,2018,6,2018-6-01,0
312560,Felisburgo,2018,7,2018-7-01,0
312560,Felisburgo,2018,8,2018-8-01,0
312560,Felisburgo,2018,9,2018-9-01,0
312560,Felisburgo,2018,10,2018-10-01,0
312560,Felisburgo,2018,11,2018-11-01,0
312560,Felisburgo,2018,12,2018-12-01,1
312570,Felixlândia,2018,1,2018-1-01,0
312570,Felixlândia,2018,2,2018-2-01,0
312570,Felixlândia,2018,3,2018-3-01,0
312570,Felixlândia,2018,4,2018-4-01,0
312570,Felixlândia,2018,5,2018-5-01,0
312570,Felixlândia,2018,6,2018-6-01,0
312570,Felixlândia,2018,7,2018-7-01,0
312570,Felixlândia,2018,8,2018-8-01,3
312570,Felixlândia,2018,9,2018-9-01,3
312570,Felixlândia,2018,10,2018-10-01,5
312570,Felixlândia,2018,11,2018-11-01,1
312570,Felixlândia,2018,12,2018-12-01,0
312600,Florestal,2018,1,2018-1-01,0
312600,Florestal,2018,2,2018-2-01,1
312600,Florestal,2018,3,2018-3-01,1
312600,Florestal,2018,4,2018-4-01,0
312600,Florestal,2018,5,2018-5-01,0
312600,Florestal,2018,6,2018-6-01,0
312600,Florestal,2018,7,2018-7-01,0
312600,Florestal,2018,8,2018-8-01,0
312600,Florestal,2018,9,2018-9-01,0
312600,Florestal,2018,10,2018-10-01,0
312600,Florestal,2018,11,2018-11-01,0
312600,Florestal,2018,12,2018-12-01,1
312610,Formiga,2018,1,2018-1-01,5
312610,Formiga,2018,2,2018-2-01,8
312610,Formiga,2018,3,2018-3-01,6
312610,Formiga,2018,4,2018-4-01,4
312610,Formiga,2018,5,2018-5-01,3
312610,Formiga,2018,6,2018-6-01,4
312610,Formiga,2018,7,2018-7-01,5
312610,Formiga,2018,8,2018-8-01,3
312610,Formiga,2018,9,2018-9-01,4
312610,Formiga,2018,10,2018-10-01,2
312610,Formiga,2018,11,2018-11-01,3
312610,Formiga,2018,12,2018-12-01,6
312650,Francisco Badaró,2018,1,2018-1-01,0
312650,Francisco Badaró,2018,2,2018-2-01,0
312650,Francisco Badaró,2018,3,2018-3-01,0
312650,Francisco Badaró,2018,4,2018-4-01,0
312650,Francisco Badaró,2018,5,2018-5-01,0
312650,Francisco Badaró,2018,6,2018-6-01,0
312650,Francisco Badaró,2018,7,2018-7-01,1
312650,Francisco Badaró,2018,8,2018-8-01,0
312650,Francisco Badaró,2018,9,2018-9-01,0
312650,Francisco Badaró,2018,10,2018-10-01,0
312650,Francisco Badaró,2018,11,2018-11-01,0
312650,Francisco Badaró,2018,12,2018-12-01,0
312660,Francisco Dumont,2018,1,2018-1-01,0
312660,Francisco Dumont,2018,2,2018-2-01,0
312660,Francisco Dumont,2018,3,2018-3-01,2
312660,Francisco Dumont,2018,4,2018-4-01,0
312660,Francisco Dumont,2018,5,2018-5-01,0
312660,Francisco Dumont,2018,6,2018-6-01,0
312660,Francisco Dumont,2018,7,2018-7-01,0
312660,Francisco Dumont,2018,8,2018-8-01,0
312660,Francisco Dumont,2018,9,2018-9-01,0
312660,Francisco Dumont,2018,10,2018-10-01,0
312660,Francisco Dumont,2018,11,2018-11-01,0
312660,Francisco Dumont,2018,12,2018-12-01,0
312670,Francisco Sá,2018,1,2018-1-01,0
312670,Francisco Sá,2018,2,2018-2-01,0
312670,Francisco Sá,2018,3,2018-3-01,0
312670,Francisco Sá,2018,4,2018-4-01,0
312670,Francisco Sá,2018,5,2018-5-01,0
312670,Francisco Sá,2018,6,2018-6-01,1
312670,Francisco Sá,2018,7,2018-7-01,1
312670,Francisco Sá,2018,8,2018-8-01,1
312670,Francisco Sá,2018,9,2018-9-01,0
312670,Francisco Sá,2018,10,2018-10-01,0
312670,Francisco Sá,2018,11,2018-11-01,0
312670,Francisco Sá,2018,12,2018-12-01,0
312675,Franciscópolis,2018,1,2018-1-01,0
312675,Franciscópolis,2018,2,2018-2-01,2
312675,Franciscópolis,2018,3,2018-3-01,1
312675,Franciscópolis,2018,4,2018-4-01,0
312675,Franciscópolis,2018,5,2018-5-01,0
312675,Franciscópolis,2018,6,2018-6-01,1
312675,Franciscópolis,2018,7,2018-7-01,2
312675,Franciscópolis,2018,8,2018-8-01,0
312675,Franciscópolis,2018,9,2018-9-01,2
312675,Franciscópolis,2018,10,2018-10-01,0
312675,Franciscópolis,2018,11,2018-11-01,0
312675,Franciscópolis,2018,12,2018-12-01,0
312680,Frei Gaspar,2018,1,2018-1-01,0
312680,Frei Gaspar,2018,2,2018-2-01,0
312680,Frei Gaspar,2018,3,2018-3-01,0
312680,Frei Gaspar,2018,4,2018-4-01,0
312680,Frei Gaspar,2018,5,2018-5-01,0
312680,Frei Gaspar,2018,6,2018-6-01,0
312680,Frei Gaspar,2018,7,2018-7-01,1
312680,Frei Gaspar,2018,8,2018-8-01,0
312680,Frei Gaspar,2018,9,2018-9-01,0
312680,Frei Gaspar,2018,10,2018-10-01,0
312680,Frei Gaspar,2018,11,2018-11-01,0
312680,Frei Gaspar,2018,12,2018-12-01,0
312690,Frei Inocêncio,2018,1,2018-1-01,0
312690,Frei Inocêncio,2018,2,2018-2-01,1
312690,Frei Inocêncio,2018,3,2018-3-01,0
312690,Frei Inocêncio,2018,4,2018-4-01,0
312690,Frei Inocêncio,2018,5,2018-5-01,0
312690,Frei Inocêncio,2018,6,2018-6-01,0
312690,Frei Inocêncio,2018,7,2018-7-01,0
312690,Frei Inocêncio,2018,8,2018-8-01,0
312690,Frei Inocêncio,2018,9,2018-9-01,1
312690,Frei Inocêncio,2018,10,2018-10-01,0
312690,Frei Inocêncio,2018,11,2018-11-01,0
312690,Frei Inocêncio,2018,12,2018-12-01,0
312700,Fronteira,2018,1,2018-1-01,0
312700,Fronteira,2018,2,2018-2-01,2
312700,Fronteira,2018,3,2018-3-01,0
312700,Fronteira,2018,4,2018-4-01,0
312700,Fronteira,2018,5,2018-5-01,0
312700,Fronteira,2018,6,2018-6-01,0
312700,Fronteira,2018,7,2018-7-01,0
312700,Fronteira,2018,8,2018-8-01,1
312700,Fronteira,2018,9,2018-9-01,0
312700,Fronteira,2018,10,2018-10-01,0
312700,Fronteira,2018,11,2018-11-01,1
312700,Fronteira,2018,12,2018-12-01,0
312710,Frutal,2018,1,2018-1-01,2
312710,Frutal,2018,2,2018-2-01,2
312710,Frutal,2018,3,2018-3-01,0
312710,Frutal,2018,4,2018-4-01,2
312710,Frutal,2018,5,2018-5-01,3
312710,Frutal,2018,6,2018-6-01,2
312710,Frutal,2018,7,2018-7-01,6
312710,Frutal,2018,8,2018-8-01,5
312710,Frutal,2018,9,2018-9-01,3
312710,Frutal,2018,10,2018-10-01,3
312710,Frutal,2018,11,2018-11-01,1
312710,Frutal,2018,12,2018-12-01,2
312730,Galiléia,2018,1,2018-1-01,0
312730,Galiléia,2018,2,2018-2-01,0
312730,Galiléia,2018,3,2018-3-01,0
312730,Galiléia,2018,4,2018-4-01,0
312730,Galiléia,2018,5,2018-5-01,0
312730,Galiléia,2018,6,2018-6-01,1
312730,Galiléia,2018,7,2018-7-01,0
312730,Galiléia,2018,8,2018-8-01,0
312730,Galiléia,2018,9,2018-9-01,0
312730,Galiléia,2018,10,2018-10-01,0
312730,Galiléia,2018,11,2018-11-01,0
312730,Galiléia,2018,12,2018-12-01,0
312733,Gameleiras,2018,1,2018-1-01,0
312733,Gameleiras,2018,2,2018-2-01,0
312733,Gameleiras,2018,3,2018-3-01,0
312733,Gameleiras,2018,4,2018-4-01,1
312733,Gameleiras,2018,5,2018-5-01,0
312733,Gameleiras,2018,6,2018-6-01,0
312733,Gameleiras,2018,7,2018-7-01,0
312733,Gameleiras,2018,8,2018-8-01,0
312733,Gameleiras,2018,9,2018-9-01,0
312733,Gameleiras,2018,10,2018-10-01,0
312733,Gameleiras,2018,11,2018-11-01,0
312733,Gameleiras,2018,12,2018-12-01,1
312737,Goiabeira,2018,1,2018-1-01,0
312737,Goiabeira,2018,2,2018-2-01,0
312737,Goiabeira,2018,3,2018-3-01,0
312737,Goiabeira,2018,4,2018-4-01,0
312737,Goiabeira,2018,5,2018-5-01,0
312737,Goiabeira,2018,6,2018-6-01,0
312737,Goiabeira,2018,7,2018-7-01,0
312737,Goiabeira,2018,8,2018-8-01,0
312737,Goiabeira,2018,9,2018-9-01,0
312737,Goiabeira,2018,10,2018-10-01,0
312737,Goiabeira,2018,11,2018-11-01,0
312737,Goiabeira,2018,12,2018-12-01,1
312738,Goianá,2018,1,2018-1-01,1
312738,Goianá,2018,2,2018-2-01,0
312738,Goianá,2018,3,2018-3-01,0
312738,Goianá,2018,4,2018-4-01,0
312738,Goianá,2018,5,2018-5-01,0
312738,Goianá,2018,6,2018-6-01,0
312738,Goianá,2018,7,2018-7-01,0
312738,Goianá,2018,8,2018-8-01,0
312738,Goianá,2018,9,2018-9-01,0
312738,Goianá,2018,10,2018-10-01,1
312738,Goianá,2018,11,2018-11-01,0
312738,Goianá,2018,12,2018-12-01,0
312740,Gonçalves,2018,1,2018-1-01,0
312740,Gonçalves,2018,2,2018-2-01,0
312740,Gonçalves,2018,3,2018-3-01,0
312740,Gonçalves,2018,4,2018-4-01,0
312740,Gonçalves,2018,5,2018-5-01,0
312740,Gonçalves,2018,6,2018-6-01,0
312740,Gonçalves,2018,7,2018-7-01,0
312740,Gonçalves,2018,8,2018-8-01,1
312740,Gonçalves,2018,9,2018-9-01,0
312740,Gonçalves,2018,10,2018-10-01,0
312740,Gonçalves,2018,11,2018-11-01,0
312740,Gonçalves,2018,12,2018-12-01,0
312770,Governador Valadares,2018,1,2018-1-01,7
312770,Governador Valadares,2018,2,2018-2-01,13
312770,Governador Valadares,2018,3,2018-3-01,7
312770,Governador Valadares,2018,4,2018-4-01,9
312770,Governador Valadares,2018,5,2018-5-01,12
312770,Governador Valadares,2018,6,2018-6-01,17
312770,Governador Valadares,2018,7,2018-7-01,3
312770,Governador Valadares,2018,8,2018-8-01,8
312770,Governador Valadares,2018,9,2018-9-01,15
312770,Governador Valadares,2018,10,2018-10-01,12
312770,Governador Valadares,2018,11,2018-11-01,16
312770,Governador Valadares,2018,12,2018-12-01,10
312800,Guanhães,2018,1,2018-1-01,0
312800,Guanhães,2018,2,2018-2-01,0
312800,Guanhães,2018,3,2018-3-01,0
312800,Guanhães,2018,4,2018-4-01,1
312800,Guanhães,2018,5,2018-5-01,0
312800,Guanhães,2018,6,2018-6-01,0
312800,Guanhães,2018,7,2018-7-01,1
312800,Guanhães,2018,8,2018-8-01,0
312800,Guanhães,2018,9,2018-9-01,3
312800,Guanhães,2018,10,2018-10-01,0
312800,Guanhães,2018,11,2018-11-01,0
312800,Guanhães,2018,12,2018-12-01,0
312820,Guaraciaba,2018,1,2018-1-01,0
312820,Guaraciaba,2018,2,2018-2-01,0
312820,Guaraciaba,2018,3,2018-3-01,1
312820,Guaraciaba,2018,4,2018-4-01,0
312820,Guaraciaba,2018,5,2018-5-01,0
312820,Guaraciaba,2018,6,2018-6-01,0
312820,Guaraciaba,2018,7,2018-7-01,0
312820,Guaraciaba,2018,8,2018-8-01,0
312820,Guaraciaba,2018,9,2018-9-01,1
312820,Guaraciaba,2018,10,2018-10-01,0
312820,Guaraciaba,2018,11,2018-11-01,0
312820,Guaraciaba,2018,12,2018-12-01,0
312830,Guaranésia,2018,1,2018-1-01,0
312830,Guaranésia,2018,2,2018-2-01,1
312830,Guaranésia,2018,3,2018-3-01,4
312830,Guaranésia,2018,4,2018-4-01,2
312830,Guaranésia,2018,5,2018-5-01,1
312830,Guaranésia,2018,6,2018-6-01,0
312830,Guaranésia,2018,7,2018-7-01,1
312830,Guaranésia,2018,8,2018-8-01,0
