codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_esquistossomose
310040,Acaiaca,2021,1,2021-1-01,0
310040,Acaiaca,2021,2,2021-2-01,0
310040,Acaiaca,2021,3,2021-3-01,0
310040,Acaiaca,2021,4,2021-4-01,0
310040,Acaiaca,2021,5,2021-5-01,0
310040,Acaiaca,2021,6,2021-6-01,0
310040,Acaiaca,2021,7,2021-7-01,0
310040,Acaiaca,2021,8,2021-8-01,0
310040,Acaiaca,2021,9,2021-9-01,0
310040,Acaiaca,2021,10,2021-10-01,0
310040,Acaiaca,2021,11,2021-11-01,0
310040,Acaiaca,2021,12,2021-12-01,1
310180,Alpercata,2021,1,2021-1-01,0
310180,Alpercata,2021,2,2021-2-01,0
310180,Alpercata,2021,3,2021-3-01,0
310180,Alpercata,2021,4,2021-4-01,0
310180,Alpercata,2021,5,2021-5-01,0
310180,Alpercata,2021,6,2021-6-01,0
310180,Alpercata,2021,7,2021-7-01,0
310180,Alpercata,2021,8,2021-8-01,0
310180,Alpercata,2021,9,2021-9-01,0
310180,Alpercata,2021,10,2021-10-01,0
310180,Alpercata,2021,11,2021-11-01,1
310180,Alpercata,2021,12,2021-12-01,0
310230,Alvinópolis,2021,1,2021-1-01,3
310230,Alvinópolis,2021,2,2021-2-01,0
310230,Alvinópolis,2021,3,2021-3-01,0
310230,Alvinópolis,2021,4,2021-4-01,0
310230,Alvinópolis,2021,5,2021-5-01,0
310230,Alvinópolis,2021,6,2021-6-01,0
310230,Alvinópolis,2021,7,2021-7-01,0
310230,Alvinópolis,2021,8,2021-8-01,0
310230,Alvinópolis,2021,9,2021-9-01,0
310230,Alvinópolis,2021,10,2021-10-01,0
310230,Alvinópolis,2021,11,2021-11-01,1
310230,Alvinópolis,2021,12,2021-12-01,1
310250,Amparo do Serra,2021,1,2021-1-01,1
310250,Amparo do Serra,2021,2,2021-2-01,0
310250,Amparo do Serra,2021,3,2021-3-01,2
310250,Amparo do Serra,2021,4,2021-4-01,0
310250,Amparo do Serra,2021,5,2021-5-01,0
310250,Amparo do Serra,2021,6,2021-6-01,0
310250,Amparo do Serra,2021,7,2021-7-01,0
310250,Amparo do Serra,2021,8,2021-8-01,0
310250,Amparo do Serra,2021,9,2021-9-01,0
310250,Amparo do Serra,2021,10,2021-10-01,0
310250,Amparo do Serra,2021,11,2021-11-01,0
310250,Amparo do Serra,2021,12,2021-12-01,1
310300,Antônio Dias,2021,1,2021-1-01,0
310300,Antônio Dias,2021,2,2021-2-01,0
310300,Antônio Dias,2021,3,2021-3-01,1
310300,Antônio Dias,2021,4,2021-4-01,1
310300,Antônio Dias,2021,5,2021-5-01,0
310300,Antônio Dias,2021,6,2021-6-01,0
310300,Antônio Dias,2021,7,2021-7-01,0
310300,Antônio Dias,2021,8,2021-8-01,0
310300,Antônio Dias,2021,9,2021-9-01,0
310300,Antônio Dias,2021,10,2021-10-01,0
310300,Antônio Dias,2021,11,2021-11-01,0
310300,Antônio Dias,2021,12,2021-12-01,0
310420,Arcos,2021,1,2021-1-01,0
310420,Arcos,2021,2,2021-2-01,0
310420,Arcos,2021,3,2021-3-01,0
310420,Arcos,2021,4,2021-4-01,0
310420,Arcos,2021,5,2021-5-01,0
310420,Arcos,2021,6,2021-6-01,0
310420,Arcos,2021,7,2021-7-01,0
310420,Arcos,2021,8,2021-8-01,0
310420,Arcos,2021,9,2021-9-01,0
310420,Arcos,2021,10,2021-10-01,0
310420,Arcos,2021,11,2021-11-01,0
310420,Arcos,2021,12,2021-12-01,1
310460,Astolfo Dutra,2021,1,2021-1-01,0
310460,Astolfo Dutra,2021,2,2021-2-01,0
310460,Astolfo Dutra,2021,3,2021-3-01,1
310460,Astolfo Dutra,2021,4,2021-4-01,0
310460,Astolfo Dutra,2021,5,2021-5-01,0
310460,Astolfo Dutra,2021,6,2021-6-01,0
310460,Astolfo Dutra,2021,7,2021-7-01,0
310460,Astolfo Dutra,2021,8,2021-8-01,0
310460,Astolfo Dutra,2021,9,2021-9-01,0
310460,Astolfo Dutra,2021,10,2021-10-01,0
310460,Astolfo Dutra,2021,11,2021-11-01,0
310460,Astolfo Dutra,2021,12,2021-12-01,0
310500,Baldim,2021,1,2021-1-01,0
310500,Baldim,2021,2,2021-2-01,1
310500,Baldim,2021,3,2021-3-01,0
310500,Baldim,2021,4,2021-4-01,0
310500,Baldim,2021,5,2021-5-01,0
310500,Baldim,2021,6,2021-6-01,0
310500,Baldim,2021,7,2021-7-01,0
310500,Baldim,2021,8,2021-8-01,0
310500,Baldim,2021,9,2021-9-01,0
310500,Baldim,2021,10,2021-10-01,0
310500,Baldim,2021,11,2021-11-01,0
310500,Baldim,2021,12,2021-12-01,0
310570,Barra Longa,2021,1,2021-1-01,1
310570,Barra Longa,2021,2,2021-2-01,0
310570,Barra Longa,2021,3,2021-3-01,0
310570,Barra Longa,2021,4,2021-4-01,0
310570,Barra Longa,2021,5,2021-5-01,0
310570,Barra Longa,2021,6,2021-6-01,0
310570,Barra Longa,2021,7,2021-7-01,0
310570,Barra Longa,2021,8,2021-8-01,0
310570,Barra Longa,2021,9,2021-9-01,0
310570,Barra Longa,2021,10,2021-10-01,0
310570,Barra Longa,2021,11,2021-11-01,0
310570,Barra Longa,2021,12,2021-12-01,0
310600,Bela Vista de Minas,2021,1,2021-1-01,0
310600,Bela Vista de Minas,2021,2,2021-2-01,0
310600,Bela Vista de Minas,2021,3,2021-3-01,0
310600,Bela Vista de Minas,2021,4,2021-4-01,1
310600,Bela Vista de Minas,2021,5,2021-5-01,0
310600,Bela Vista de Minas,2021,6,2021-6-01,0
310600,Bela Vista de Minas,2021,7,2021-7-01,0
310600,Bela Vista de Minas,2021,8,2021-8-01,0
310600,Bela Vista de Minas,2021,9,2021-9-01,0
310600,Bela Vista de Minas,2021,10,2021-10-01,0
310600,Bela Vista de Minas,2021,11,2021-11-01,0
310600,Bela Vista de Minas,2021,12,2021-12-01,0
310620,Belo Horizonte,2021,1,2021-1-01,11
310620,Belo Horizonte,2021,2,2021-2-01,4
310620,Belo Horizonte,2021,3,2021-3-01,2
310620,Belo Horizonte,2021,4,2021-4-01,3
310620,Belo Horizonte,2021,5,2021-5-01,0
310620,Belo Horizonte,2021,6,2021-6-01,0
310620,Belo Horizonte,2021,7,2021-7-01,0
310620,Belo Horizonte,2021,8,2021-8-01,1
310620,Belo Horizonte,2021,9,2021-9-01,1
310620,Belo Horizonte,2021,10,2021-10-01,3
310620,Belo Horizonte,2021,11,2021-11-01,1
310620,Belo Horizonte,2021,12,2021-12-01,2
310630,Belo Oriente,2021,1,2021-1-01,1
310630,Belo Oriente,2021,2,2021-2-01,0
310630,Belo Oriente,2021,3,2021-3-01,0
310630,Belo Oriente,2021,4,2021-4-01,0
310630,Belo Oriente,2021,5,2021-5-01,0
310630,Belo Oriente,2021,6,2021-6-01,0
310630,Belo Oriente,2021,7,2021-7-01,0
310630,Belo Oriente,2021,8,2021-8-01,0
310630,Belo Oriente,2021,9,2021-9-01,0
310630,Belo Oriente,2021,10,2021-10-01,0
310630,Belo Oriente,2021,11,2021-11-01,0
310630,Belo Oriente,2021,12,2021-12-01,0
310670,Betim,2021,1,2021-1-01,0
310670,Betim,2021,2,2021-2-01,0
310670,Betim,2021,3,2021-3-01,0
310670,Betim,2021,4,2021-4-01,0
310670,Betim,2021,5,2021-5-01,0
310670,Betim,2021,6,2021-6-01,0
310670,Betim,2021,7,2021-7-01,0
310670,Betim,2021,8,2021-8-01,0
310670,Betim,2021,9,2021-9-01,0
310670,Betim,2021,10,2021-10-01,0
310670,Betim,2021,11,2021-11-01,0
310670,Betim,2021,12,2021-12-01,1
311250,Capim Branco,2021,1,2021-1-01,0
311250,Capim Branco,2021,2,2021-2-01,2
311250,Capim Branco,2021,3,2021-3-01,0
311250,Capim Branco,2021,4,2021-4-01,0
311250,Capim Branco,2021,5,2021-5-01,0
311250,Capim Branco,2021,6,2021-6-01,0
311250,Capim Branco,2021,7,2021-7-01,0
311250,Capim Branco,2021,8,2021-8-01,0
311250,Capim Branco,2021,9,2021-9-01,0
311250,Capim Branco,2021,10,2021-10-01,0
311250,Capim Branco,2021,11,2021-11-01,0
311250,Capim Branco,2021,12,2021-12-01,0
311290,Caputira,2021,1,2021-1-01,0
311290,Caputira,2021,2,2021-2-01,2
311290,Caputira,2021,3,2021-3-01,1
311290,Caputira,2021,4,2021-4-01,0
311290,Caputira,2021,5,2021-5-01,0
311290,Caputira,2021,6,2021-6-01,0
311290,Caputira,2021,7,2021-7-01,0
311290,Caputira,2021,8,2021-8-01,0
311290,Caputira,2021,9,2021-9-01,0
311290,Caputira,2021,10,2021-10-01,0
311290,Caputira,2021,11,2021-11-01,0
311290,Caputira,2021,12,2021-12-01,0
311420,Carmo do Cajuru,2021,1,2021-1-01,1
311420,Carmo do Cajuru,2021,2,2021-2-01,0
311420,Carmo do Cajuru,2021,3,2021-3-01,0
311420,Carmo do Cajuru,2021,4,2021-4-01,0
311420,Carmo do Cajuru,2021,5,2021-5-01,0
311420,Carmo do Cajuru,2021,6,2021-6-01,0
311420,Carmo do Cajuru,2021,7,2021-7-01,0
311420,Carmo do Cajuru,2021,8,2021-8-01,0
311420,Carmo do Cajuru,2021,9,2021-9-01,0
311420,Carmo do Cajuru,2021,10,2021-10-01,0
311420,Carmo do Cajuru,2021,11,2021-11-01,0
311420,Carmo do Cajuru,2021,12,2021-12-01,0
311535,Catas Altas,2021,1,2021-1-01,0
311535,Catas Altas,2021,2,2021-2-01,0
311535,Catas Altas,2021,3,2021-3-01,0
311535,Catas Altas,2021,4,2021-4-01,0
311535,Catas Altas,2021,5,2021-5-01,0
311535,Catas Altas,2021,6,2021-6-01,0
311535,Catas Altas,2021,7,2021-7-01,0
311535,Catas Altas,2021,8,2021-8-01,0
311535,Catas Altas,2021,9,2021-9-01,0
311535,Catas Altas,2021,10,2021-10-01,0
311535,Catas Altas,2021,11,2021-11-01,0
311535,Catas Altas,2021,12,2021-12-01,1
311540,Catas Altas da Noruega,2021,1,2021-1-01,0
311540,Catas Altas da Noruega,2021,2,2021-2-01,1
311540,Catas Altas da Noruega,2021,3,2021-3-01,1
311540,Catas Altas da Noruega,2021,4,2021-4-01,0
311540,Catas Altas da Noruega,2021,5,2021-5-01,0
311540,Catas Altas da Noruega,2021,6,2021-6-01,0
311540,Catas Altas da Noruega,2021,7,2021-7-01,0
311540,Catas Altas da Noruega,2021,8,2021-8-01,0
311540,Catas Altas da Noruega,2021,9,2021-9-01,0
311540,Catas Altas da Noruega,2021,10,2021-10-01,0
311540,Catas Altas da Noruega,2021,11,2021-11-01,0
311540,Catas Altas da Noruega,2021,12,2021-12-01,1
311640,Claraval,2021,1,2021-1-01,1
311640,Claraval,2021,2,2021-2-01,0
311640,Claraval,2021,3,2021-3-01,0
311640,Claraval,2021,4,2021-4-01,0
311640,Claraval,2021,5,2021-5-01,0
311640,Claraval,2021,6,2021-6-01,0
311640,Claraval,2021,7,2021-7-01,0
311640,Claraval,2021,8,2021-8-01,0
311640,Claraval,2021,9,2021-9-01,0
311640,Claraval,2021,10,2021-10-01,0
311640,Claraval,2021,11,2021-11-01,0
311640,Claraval,2021,12,2021-12-01,0
311660,Cláudio,2021,1,2021-1-01,0
311660,Cláudio,2021,2,2021-2-01,1
311660,Cláudio,2021,3,2021-3-01,0
311660,Cláudio,2021,4,2021-4-01,0
311660,Cláudio,2021,5,2021-5-01,0
311660,Cláudio,2021,6,2021-6-01,0
311660,Cláudio,2021,7,2021-7-01,0
311660,Cláudio,2021,8,2021-8-01,0
311660,Cláudio,2021,9,2021-9-01,0
311660,Cláudio,2021,10,2021-10-01,0
311660,Cláudio,2021,11,2021-11-01,0
311660,Cláudio,2021,12,2021-12-01,0
311800,Congonhas,2021,1,2021-1-01,0
311800,Congonhas,2021,2,2021-2-01,0
311800,Congonhas,2021,3,2021-3-01,1
311800,Congonhas,2021,4,2021-4-01,0
311800,Congonhas,2021,5,2021-5-01,0
311800,Congonhas,2021,6,2021-6-01,1
311800,Congonhas,2021,7,2021-7-01,0
311800,Congonhas,2021,8,2021-8-01,0
311800,Congonhas,2021,9,2021-9-01,0
311800,Congonhas,2021,10,2021-10-01,0
311800,Congonhas,2021,11,2021-11-01,0
311800,Congonhas,2021,12,2021-12-01,0
311860,Contagem,2021,1,2021-1-01,0
311860,Contagem,2021,2,2021-2-01,1
311860,Contagem,2021,3,2021-3-01,1
311860,Contagem,2021,4,2021-4-01,0
311860,Contagem,2021,5,2021-5-01,0
311860,Contagem,2021,6,2021-6-01,0
311860,Contagem,2021,7,2021-7-01,0
311860,Contagem,2021,8,2021-8-01,0
311860,Contagem,2021,9,2021-9-01,0
311860,Contagem,2021,10,2021-10-01,0
311860,Contagem,2021,11,2021-11-01,0
311860,Contagem,2021,12,2021-12-01,0
312170,Diogo de Vasconcelos,2021,1,2021-1-01,0
312170,Diogo de Vasconcelos,2021,2,2021-2-01,1
312170,Diogo de Vasconcelos,2021,3,2021-3-01,0
312170,Diogo de Vasconcelos,2021,4,2021-4-01,0
312170,Diogo de Vasconcelos,2021,5,2021-5-01,0
312170,Diogo de Vasconcelos,2021,6,2021-6-01,0
312170,Diogo de Vasconcelos,2021,7,2021-7-01,0
312170,Diogo de Vasconcelos,2021,8,2021-8-01,0
312170,Diogo de Vasconcelos,2021,9,2021-9-01,0
312170,Diogo de Vasconcelos,2021,10,2021-10-01,0
312170,Diogo de Vasconcelos,2021,11,2021-11-01,0
312170,Diogo de Vasconcelos,2021,12,2021-12-01,0
312180,Dionísio,2021,1,2021-1-01,0
312180,Dionísio,2021,2,2021-2-01,0
312180,Dionísio,2021,3,2021-3-01,0
312180,Dionísio,2021,4,2021-4-01,1
312180,Dionísio,2021,5,2021-5-01,0
312180,Dionísio,2021,6,2021-6-01,0
312180,Dionísio,2021,7,2021-7-01,0
312180,Dionísio,2021,8,2021-8-01,0
312180,Dionísio,2021,9,2021-9-01,0
312180,Dionísio,2021,10,2021-10-01,0
312180,Dionísio,2021,11,2021-11-01,0
312180,Dionísio,2021,12,2021-12-01,0
312220,Divinolândia de Minas,2021,1,2021-1-01,1
312220,Divinolândia de Minas,2021,2,2021-2-01,0
312220,Divinolândia de Minas,2021,3,2021-3-01,0
312220,Divinolândia de Minas,2021,4,2021-4-01,1
312220,Divinolândia de Minas,2021,5,2021-5-01,0
312220,Divinolândia de Minas,2021,6,2021-6-01,0
312220,Divinolândia de Minas,2021,7,2021-7-01,0
312220,Divinolândia de Minas,2021,8,2021-8-01,0
312220,Divinolândia de Minas,2021,9,2021-9-01,0
312220,Divinolândia de Minas,2021,10,2021-10-01,0
312220,Divinolândia de Minas,2021,11,2021-11-01,0
312220,Divinolândia de Minas,2021,12,2021-12-01,1
312270,Dom Silvério,2021,1,2021-1-01,5
312270,Dom Silvério,2021,2,2021-2-01,0
312270,Dom Silvério,2021,3,2021-3-01,0
312270,Dom Silvério,2021,4,2021-4-01,0
312270,Dom Silvério,2021,5,2021-5-01,0
312270,Dom Silvério,2021,6,2021-6-01,0
312270,Dom Silvério,2021,7,2021-7-01,0
312270,Dom Silvério,2021,8,2021-8-01,0
312270,Dom Silvério,2021,9,2021-9-01,0
312270,Dom Silvério,2021,10,2021-10-01,0
312270,Dom Silvério,2021,11,2021-11-01,0
312270,Dom Silvério,2021,12,2021-12-01,2
312290,Dona Eusébia,2021,1,2021-1-01,1
312290,Dona Eusébia,2021,2,2021-2-01,0
312290,Dona Eusébia,2021,3,2021-3-01,0
312290,Dona Eusébia,2021,4,2021-4-01,0
312290,Dona Eusébia,2021,5,2021-5-01,0
312290,Dona Eusébia,2021,6,2021-6-01,0
312290,Dona Eusébia,2021,7,2021-7-01,0
312290,Dona Eusébia,2021,8,2021-8-01,0
312290,Dona Eusébia,2021,9,2021-9-01,0
312290,Dona Eusébia,2021,10,2021-10-01,0
312290,Dona Eusébia,2021,11,2021-11-01,0
312290,Dona Eusébia,2021,12,2021-12-01,0
312352,Durandé,2021,1,2021-1-01,16
312352,Durandé,2021,2,2021-2-01,8
312352,Durandé,2021,3,2021-3-01,15
312352,Durandé,2021,4,2021-4-01,2
312352,Durandé,2021,5,2021-5-01,0
312352,Durandé,2021,6,2021-6-01,0
312352,Durandé,2021,7,2021-7-01,0
312352,Durandé,2021,8,2021-8-01,0
312352,Durandé,2021,9,2021-9-01,0
312352,Durandé,2021,10,2021-10-01,0
312352,Durandé,2021,11,2021-11-01,0
312352,Durandé,2021,12,2021-12-01,0
312420,Espera Feliz,2021,1,2021-1-01,0
312420,Espera Feliz,2021,2,2021-2-01,0
312420,Espera Feliz,2021,3,2021-3-01,0
312420,Espera Feliz,2021,4,2021-4-01,0
312420,Espera Feliz,2021,5,2021-5-01,0
312420,Espera Feliz,2021,6,2021-6-01,1
312420,Espera Feliz,2021,7,2021-7-01,0
312420,Espera Feliz,2021,8,2021-8-01,0
312420,Espera Feliz,2021,9,2021-9-01,0
312420,Espera Feliz,2021,10,2021-10-01,0
312420,Espera Feliz,2021,11,2021-11-01,0
312420,Espera Feliz,2021,12,2021-12-01,1
312600,Florestal,2021,1,2021-1-01,0
312600,Florestal,2021,2,2021-2-01,1
312600,Florestal,2021,3,2021-3-01,0
312600,Florestal,2021,4,2021-4-01,0
312600,Florestal,2021,5,2021-5-01,0
312600,Florestal,2021,6,2021-6-01,0
312600,Florestal,2021,7,2021-7-01,0
312600,Florestal,2021,8,2021-8-01,0
312600,Florestal,2021,9,2021-9-01,0
312600,Florestal,2021,10,2021-10-01,0
312600,Florestal,2021,11,2021-11-01,0
312600,Florestal,2021,12,2021-12-01,0
312610,Formiga,2021,1,2021-1-01,0
312610,Formiga,2021,2,2021-2-01,0
312610,Formiga,2021,3,2021-3-01,1
312610,Formiga,2021,4,2021-4-01,0
312610,Formiga,2021,5,2021-5-01,0
312610,Formiga,2021,6,2021-6-01,0
312610,Formiga,2021,7,2021-7-01,0
312610,Formiga,2021,8,2021-8-01,0
312610,Formiga,2021,9,2021-9-01,0
312610,Formiga,2021,10,2021-10-01,0
312610,Formiga,2021,11,2021-11-01,0
312610,Formiga,2021,12,2021-12-01,1
312675,Franciscópolis,2021,1,2021-1-01,1
312675,Franciscópolis,2021,2,2021-2-01,0
312675,Franciscópolis,2021,3,2021-3-01,1
312675,Franciscópolis,2021,4,2021-4-01,0
312675,Franciscópolis,2021,5,2021-5-01,0
312675,Franciscópolis,2021,6,2021-6-01,0
312675,Franciscópolis,2021,7,2021-7-01,0
312675,Franciscópolis,2021,8,2021-8-01,0
312675,Franciscópolis,2021,9,2021-9-01,0
312675,Franciscópolis,2021,10,2021-10-01,0
312675,Franciscópolis,2021,11,2021-11-01,0
312675,Franciscópolis,2021,12,2021-12-01,0
312730,Galiléia,2021,1,2021-1-01,0
312730,Galiléia,2021,2,2021-2-01,0
312730,Galiléia,2021,3,2021-3-01,0
312730,Galiléia,2021,4,2021-4-01,1
312730,Galiléia,2021,5,2021-5-01,0
312730,Galiléia,2021,6,2021-6-01,0
312730,Galiléia,2021,7,2021-7-01,0
312730,Galiléia,2021,8,2021-8-01,0
312730,Galiléia,2021,9,2021-9-01,0
312730,Galiléia,2021,10,2021-10-01,0
312730,Galiléia,2021,11,2021-11-01,0
312730,Galiléia,2021,12,2021-12-01,0
312820,Guaraciaba,2021,1,2021-1-01,0
312820,Guaraciaba,2021,2,2021-2-01,1
312820,Guaraciaba,2021,3,2021-3-01,0
312820,Guaraciaba,2021,4,2021-4-01,0
312820,Guaraciaba,2021,5,2021-5-01,0
312820,Guaraciaba,2021,6,2021-6-01,0
312820,Guaraciaba,2021,7,2021-7-01,0
312820,Guaraciaba,2021,8,2021-8-01,0
312820,Guaraciaba,2021,9,2021-9-01,0
312820,Guaraciaba,2021,10,2021-10-01,0
312820,Guaraciaba,2021,11,2021-11-01,0
312820,Guaraciaba,2021,12,2021-12-01,0
312900,Guiricema,2021,1,2021-1-01,0
312900,Guiricema,2021,2,2021-2-01,0
312900,Guiricema,2021,3,2021-3-01,1
312900,Guiricema,2021,4,2021-4-01,1
312900,Guiricema,2021,5,2021-5-01,0
312900,Guiricema,2021,6,2021-6-01,0
312900,Guiricema,2021,7,2021-7-01,0
312900,Guiricema,2021,8,2021-8-01,0
312900,Guiricema,2021,9,2021-9-01,0
312900,Guiricema,2021,10,2021-10-01,0
312900,Guiricema,2021,11,2021-11-01,0
312900,Guiricema,2021,12,2021-12-01,0
313020,Igaratinga,2021,1,2021-1-01,1
313020,Igaratinga,2021,2,2021-2-01,1
313020,Igaratinga,2021,3,2021-3-01,1
313020,Igaratinga,2021,4,2021-4-01,0
313020,Igaratinga,2021,5,2021-5-01,0
313020,Igaratinga,2021,6,2021-6-01,0
313020,Igaratinga,2021,7,2021-7-01,0
313020,Igaratinga,2021,8,2021-8-01,0
313020,Igaratinga,2021,9,2021-9-01,0
313020,Igaratinga,2021,10,2021-10-01,0
313020,Igaratinga,2021,11,2021-11-01,0
313020,Igaratinga,2021,12,2021-12-01,0
313115,Ipaba,2021,1,2021-1-01,1
313115,Ipaba,2021,2,2021-2-01,0
313115,Ipaba,2021,3,2021-3-01,0
313115,Ipaba,2021,4,2021-4-01,0
313115,Ipaba,2021,5,2021-5-01,0
313115,Ipaba,2021,6,2021-6-01,0
313115,Ipaba,2021,7,2021-7-01,0
313115,Ipaba,2021,8,2021-8-01,0
313115,Ipaba,2021,9,2021-9-01,0
313115,Ipaba,2021,10,2021-10-01,0
313115,Ipaba,2021,11,2021-11-01,0
313115,Ipaba,2021,12,2021-12-01,0
313130,Ipatinga,2021,1,2021-1-01,1
313130,Ipatinga,2021,2,2021-2-01,2
313130,Ipatinga,2021,3,2021-3-01,1
313130,Ipatinga,2021,4,2021-4-01,0
313130,Ipatinga,2021,5,2021-5-01,0
313130,Ipatinga,2021,6,2021-6-01,1
313130,Ipatinga,2021,7,2021-7-01,0
313130,Ipatinga,2021,8,2021-8-01,1
313130,Ipatinga,2021,9,2021-9-01,0
313130,Ipatinga,2021,10,2021-10-01,0
313130,Ipatinga,2021,11,2021-11-01,0
313130,Ipatinga,2021,12,2021-12-01,0
313180,Itabirinha,2021,1,2021-1-01,0
313180,Itabirinha,2021,2,2021-2-01,2
313180,Itabirinha,2021,3,2021-3-01,2
313180,Itabirinha,2021,4,2021-4-01,2
313180,Itabirinha,2021,5,2021-5-01,0
313180,Itabirinha,2021,6,2021-6-01,0
313180,Itabirinha,2021,7,2021-7-01,0
313180,Itabirinha,2021,8,2021-8-01,0
313180,Itabirinha,2021,9,2021-9-01,0
313180,Itabirinha,2021,10,2021-10-01,0
313180,Itabirinha,2021,11,2021-11-01,0
313180,Itabirinha,2021,12,2021-12-01,0
313200,Itacambira,2021,1,2021-1-01,1
313200,Itacambira,2021,2,2021-2-01,0
313200,Itacambira,2021,3,2021-3-01,0
313200,Itacambira,2021,4,2021-4-01,0
313200,Itacambira,2021,5,2021-5-01,0
313200,Itacambira,2021,6,2021-6-01,0
313200,Itacambira,2021,7,2021-7-01,0
313200,Itacambira,2021,8,2021-8-01,0
313200,Itacambira,2021,9,2021-9-01,0
313200,Itacambira,2021,10,2021-10-01,0
313200,Itacambira,2021,11,2021-11-01,0
313200,Itacambira,2021,12,2021-12-01,0
313460,Jaboticatubas,2021,1,2021-1-01,0
313460,Jaboticatubas,2021,2,2021-2-01,0
313460,Jaboticatubas,2021,3,2021-3-01,0
313460,Jaboticatubas,2021,4,2021-4-01,0
313460,Jaboticatubas,2021,5,2021-5-01,1
313460,Jaboticatubas,2021,6,2021-6-01,0
313460,Jaboticatubas,2021,7,2021-7-01,0
313460,Jaboticatubas,2021,8,2021-8-01,0
313460,Jaboticatubas,2021,9,2021-9-01,0
313460,Jaboticatubas,2021,10,2021-10-01,0
313460,Jaboticatubas,2021,11,2021-11-01,0
313460,Jaboticatubas,2021,12,2021-12-01,0
313550,Jequeri,2021,1,2021-1-01,0
313550,Jequeri,2021,2,2021-2-01,0
313550,Jequeri,2021,3,2021-3-01,0
313550,Jequeri,2021,4,2021-4-01,0
313550,Jequeri,2021,5,2021-5-01,0
313550,Jequeri,2021,6,2021-6-01,0
313550,Jequeri,2021,7,2021-7-01,0
313550,Jequeri,2021,8,2021-8-01,0
313550,Jequeri,2021,9,2021-9-01,0
313550,Jequeri,2021,10,2021-10-01,0
313550,Jequeri,2021,11,2021-11-01,0
313550,Jequeri,2021,12,2021-12-01,1
313610,Joanésia,2021,1,2021-1-01,0
313610,Joanésia,2021,2,2021-2-01,0
313610,Joanésia,2021,3,2021-3-01,2
313610,Joanésia,2021,4,2021-4-01,2
313610,Joanésia,2021,5,2021-5-01,0
313610,Joanésia,2021,6,2021-6-01,0
313610,Joanésia,2021,7,2021-7-01,0
313610,Joanésia,2021,8,2021-8-01,0
313610,Joanésia,2021,9,2021-9-01,1
313610,Joanésia,2021,10,2021-10-01,0
313610,Joanésia,2021,11,2021-11-01,1
313610,Joanésia,2021,12,2021-12-01,2
313700,Ladainha,2021,1,2021-1-01,0
313700,Ladainha,2021,2,2021-2-01,2
313700,Ladainha,2021,3,2021-3-01,1
313700,Ladainha,2021,4,2021-4-01,4
313700,Ladainha,2021,5,2021-5-01,0
313700,Ladainha,2021,6,2021-6-01,0
313700,Ladainha,2021,7,2021-7-01,0
313700,Ladainha,2021,8,2021-8-01,0
313700,Ladainha,2021,9,2021-9-01,0
313700,Ladainha,2021,10,2021-10-01,0
313700,Ladainha,2021,11,2021-11-01,0
313700,Ladainha,2021,12,2021-12-01,0
313760,Lagoa Santa,2021,1,2021-1-01,0
313760,Lagoa Santa,2021,2,2021-2-01,2
313760,Lagoa Santa,2021,3,2021-3-01,0
313760,Lagoa Santa,2021,4,2021-4-01,0
313760,Lagoa Santa,2021,5,2021-5-01,0
313760,Lagoa Santa,2021,6,2021-6-01,0
313760,Lagoa Santa,2021,7,2021-7-01,0
313760,Lagoa Santa,2021,8,2021-8-01,0
313760,Lagoa Santa,2021,9,2021-9-01,0
313760,Lagoa Santa,2021,10,2021-10-01,0
313760,Lagoa Santa,2021,11,2021-11-01,0
313760,Lagoa Santa,2021,12,2021-12-01,0
313868,Luislândia,2021,1,2021-1-01,1
313868,Luislândia,2021,2,2021-2-01,0
313868,Luislândia,2021,3,2021-3-01,0
313868,Luislândia,2021,4,2021-4-01,0
313868,Luislândia,2021,5,2021-5-01,0
313868,Luislândia,2021,6,2021-6-01,0
313868,Luislândia,2021,7,2021-7-01,0
313868,Luislândia,2021,8,2021-8-01,0
313868,Luislândia,2021,9,2021-9-01,0
313868,Luislândia,2021,10,2021-10-01,0
313868,Luislândia,2021,11,2021-11-01,0
313868,Luislândia,2021,12,2021-12-01,1
313920,Malacacheta,2021,1,2021-1-01,1
313920,Malacacheta,2021,2,2021-2-01,1
313920,Malacacheta,2021,3,2021-3-01,0
313920,Malacacheta,2021,4,2021-4-01,1
313920,Malacacheta,2021,5,2021-5-01,1
313920,Malacacheta,2021,6,2021-6-01,0
313920,Malacacheta,2021,7,2021-7-01,0
313920,Malacacheta,2021,8,2021-8-01,0
313920,Malacacheta,2021,9,2021-9-01,0
313920,Malacacheta,2021,10,2021-10-01,0
313920,Malacacheta,2021,11,2021-11-01,0
313920,Malacacheta,2021,12,2021-12-01,2
313950,Manhumirim,2021,1,2021-1-01,1
313950,Manhumirim,2021,2,2021-2-01,1
313950,Manhumirim,2021,3,2021-3-01,2
313950,Manhumirim,2021,4,2021-4-01,0
313950,Manhumirim,2021,5,2021-5-01,0
313950,Manhumirim,2021,6,2021-6-01,0
313950,Manhumirim,2021,7,2021-7-01,0
313950,Manhumirim,2021,8,2021-8-01,0
313950,Manhumirim,2021,9,2021-9-01,0
313950,Manhumirim,2021,10,2021-10-01,0
313950,Manhumirim,2021,11,2021-11-01,0
