codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_leishmaniose_visceral
310110,Aimorés,2021,1,2021-1-01,1
310110,Aimorés,2021,2,2021-2-01,2
310110,Aimorés,2021,3,2021-3-01,0
310110,Aimorés,2021,4,2021-4-01,0
310110,Aimorés,2021,5,2021-5-01,0
310110,Aimorés,2021,6,2021-6-01,0
310110,Aimorés,2021,7,2021-7-01,0
310110,Aimorés,2021,8,2021-8-01,0
310110,Aimorés,2021,9,2021-9-01,0
310110,Aimorés,2021,10,2021-10-01,0
310110,Aimorés,2021,11,2021-11-01,0
310110,Aimorés,2021,12,2021-12-01,0
310300,Antônio Dias,2021,1,2021-1-01,1
310300,Antônio Dias,2021,2,2021-2-01,0
310300,Antônio Dias,2021,3,2021-3-01,0
310300,Antônio Dias,2021,4,2021-4-01,0
310300,Antônio Dias,2021,5,2021-5-01,0
310300,Antônio Dias,2021,6,2021-6-01,0
310300,Antônio Dias,2021,7,2021-7-01,0
310300,Antônio Dias,2021,8,2021-8-01,0
310300,Antônio Dias,2021,9,2021-9-01,0
310300,Antônio Dias,2021,10,2021-10-01,0
310300,Antônio Dias,2021,11,2021-11-01,0
310300,Antônio Dias,2021,12,2021-12-01,0
310340,Araçuaí,2021,1,2021-1-01,2
310340,Araçuaí,2021,2,2021-2-01,0
310340,Araçuaí,2021,3,2021-3-01,1
310340,Araçuaí,2021,4,2021-4-01,3
310340,Araçuaí,2021,5,2021-5-01,0
310340,Araçuaí,2021,6,2021-6-01,0
310340,Araçuaí,2021,7,2021-7-01,0
310340,Araçuaí,2021,8,2021-8-01,0
310340,Araçuaí,2021,9,2021-9-01,0
310340,Araçuaí,2021,10,2021-10-01,0
310340,Araçuaí,2021,11,2021-11-01,0
310340,Araçuaí,2021,12,2021-12-01,0
310450,Arinos,2021,1,2021-1-01,0
310450,Arinos,2021,2,2021-2-01,0
310450,Arinos,2021,3,2021-3-01,1
310450,Arinos,2021,4,2021-4-01,0
310450,Arinos,2021,5,2021-5-01,0
310450,Arinos,2021,6,2021-6-01,0
310450,Arinos,2021,7,2021-7-01,0
310450,Arinos,2021,8,2021-8-01,0
310450,Arinos,2021,9,2021-9-01,0
310450,Arinos,2021,10,2021-10-01,0
310450,Arinos,2021,11,2021-11-01,0
310450,Arinos,2021,12,2021-12-01,0
310480,Augusto de Lima,2021,1,2021-1-01,0
310480,Augusto de Lima,2021,2,2021-2-01,1
310480,Augusto de Lima,2021,3,2021-3-01,0
310480,Augusto de Lima,2021,4,2021-4-01,0
310480,Augusto de Lima,2021,5,2021-5-01,0
310480,Augusto de Lima,2021,6,2021-6-01,0
310480,Augusto de Lima,2021,7,2021-7-01,0
310480,Augusto de Lima,2021,8,2021-8-01,0
310480,Augusto de Lima,2021,9,2021-9-01,0
310480,Augusto de Lima,2021,10,2021-10-01,0
310480,Augusto de Lima,2021,11,2021-11-01,0
310480,Augusto de Lima,2021,12,2021-12-01,0
310500,Baldim,2021,1,2021-1-01,2
310500,Baldim,2021,2,2021-2-01,0
310500,Baldim,2021,3,2021-3-01,0
310500,Baldim,2021,4,2021-4-01,0
310500,Baldim,2021,5,2021-5-01,0
310500,Baldim,2021,6,2021-6-01,0
310500,Baldim,2021,7,2021-7-01,0
310500,Baldim,2021,8,2021-8-01,0
310500,Baldim,2021,9,2021-9-01,0
310500,Baldim,2021,10,2021-10-01,0
310500,Baldim,2021,11,2021-11-01,0
310500,Baldim,2021,12,2021-12-01,0
310510,Bambuí,2021,1,2021-1-01,0
310510,Bambuí,2021,2,2021-2-01,1
310510,Bambuí,2021,3,2021-3-01,0
310510,Bambuí,2021,4,2021-4-01,0
310510,Bambuí,2021,5,2021-5-01,0
310510,Bambuí,2021,6,2021-6-01,0
310510,Bambuí,2021,7,2021-7-01,0
310510,Bambuí,2021,8,2021-8-01,0
310510,Bambuí,2021,9,2021-9-01,0
310510,Bambuí,2021,10,2021-10-01,0
310510,Bambuí,2021,11,2021-11-01,0
310510,Bambuí,2021,12,2021-12-01,0
310620,Belo Horizonte,2021,1,2021-1-01,19
310620,Belo Horizonte,2021,2,2021-2-01,9
310620,Belo Horizonte,2021,3,2021-3-01,8
310620,Belo Horizonte,2021,4,2021-4-01,7
310620,Belo Horizonte,2021,5,2021-5-01,0
310620,Belo Horizonte,2021,6,2021-6-01,2
310620,Belo Horizonte,2021,7,2021-7-01,0
310620,Belo Horizonte,2021,8,2021-8-01,0
310620,Belo Horizonte,2021,9,2021-9-01,2
310620,Belo Horizonte,2021,10,2021-10-01,3
310620,Belo Horizonte,2021,11,2021-11-01,2
310620,Belo Horizonte,2021,12,2021-12-01,8
310670,Betim,2021,1,2021-1-01,0
310670,Betim,2021,2,2021-2-01,1
310670,Betim,2021,3,2021-3-01,1
310670,Betim,2021,4,2021-4-01,0
310670,Betim,2021,5,2021-5-01,0
310670,Betim,2021,6,2021-6-01,0
310670,Betim,2021,7,2021-7-01,0
310670,Betim,2021,8,2021-8-01,0
310670,Betim,2021,9,2021-9-01,0
310670,Betim,2021,10,2021-10-01,0
310670,Betim,2021,11,2021-11-01,1
310670,Betim,2021,12,2021-12-01,3
310730,Bocaiúva,2021,1,2021-1-01,0
310730,Bocaiúva,2021,2,2021-2-01,1
310730,Bocaiúva,2021,3,2021-3-01,0
310730,Bocaiúva,2021,4,2021-4-01,0
310730,Bocaiúva,2021,5,2021-5-01,0
310730,Bocaiúva,2021,6,2021-6-01,0
310730,Bocaiúva,2021,7,2021-7-01,0
310730,Bocaiúva,2021,8,2021-8-01,0
310730,Bocaiúva,2021,9,2021-9-01,0
310730,Bocaiúva,2021,10,2021-10-01,0
310730,Bocaiúva,2021,11,2021-11-01,0
310730,Bocaiúva,2021,12,2021-12-01,0
310740,Bom Despacho,2021,1,2021-1-01,0
310740,Bom Despacho,2021,2,2021-2-01,0
310740,Bom Despacho,2021,3,2021-3-01,0
310740,Bom Despacho,2021,4,2021-4-01,0
310740,Bom Despacho,2021,5,2021-5-01,0
310740,Bom Despacho,2021,6,2021-6-01,0
310740,Bom Despacho,2021,7,2021-7-01,1
310740,Bom Despacho,2021,8,2021-8-01,0
310740,Bom Despacho,2021,9,2021-9-01,0
310740,Bom Despacho,2021,10,2021-10-01,0
310740,Bom Despacho,2021,11,2021-11-01,0
310740,Bom Despacho,2021,12,2021-12-01,0
310990,Caetanópolis,2021,1,2021-1-01,0
310990,Caetanópolis,2021,2,2021-2-01,0
310990,Caetanópolis,2021,3,2021-3-01,0
310990,Caetanópolis,2021,4,2021-4-01,0
310990,Caetanópolis,2021,5,2021-5-01,1
310990,Caetanópolis,2021,6,2021-6-01,0
310990,Caetanópolis,2021,7,2021-7-01,0
310990,Caetanópolis,2021,8,2021-8-01,0
310990,Caetanópolis,2021,9,2021-9-01,0
310990,Caetanópolis,2021,10,2021-10-01,0
310990,Caetanópolis,2021,11,2021-11-01,0
310990,Caetanópolis,2021,12,2021-12-01,0
311270,Capitão Enéas,2021,1,2021-1-01,0
311270,Capitão Enéas,2021,2,2021-2-01,0
311270,Capitão Enéas,2021,3,2021-3-01,1
311270,Capitão Enéas,2021,4,2021-4-01,0
311270,Capitão Enéas,2021,5,2021-5-01,0
311270,Capitão Enéas,2021,6,2021-6-01,0
311270,Capitão Enéas,2021,7,2021-7-01,0
311270,Capitão Enéas,2021,8,2021-8-01,0
311270,Capitão Enéas,2021,9,2021-9-01,0
311270,Capitão Enéas,2021,10,2021-10-01,0
311270,Capitão Enéas,2021,11,2021-11-01,0
311270,Capitão Enéas,2021,12,2021-12-01,0
311430,Carmo do Paranaíba,2021,1,2021-1-01,0
311430,Carmo do Paranaíba,2021,2,2021-2-01,0
311430,Carmo do Paranaíba,2021,3,2021-3-01,0
311430,Carmo do Paranaíba,2021,4,2021-4-01,1
311430,Carmo do Paranaíba,2021,5,2021-5-01,0
311430,Carmo do Paranaíba,2021,6,2021-6-01,0
311430,Carmo do Paranaíba,2021,7,2021-7-01,0
311430,Carmo do Paranaíba,2021,8,2021-8-01,0
311430,Carmo do Paranaíba,2021,9,2021-9-01,0
311430,Carmo do Paranaíba,2021,10,2021-10-01,0
311430,Carmo do Paranaíba,2021,11,2021-11-01,0
311430,Carmo do Paranaíba,2021,12,2021-12-01,0
311615,Chapada Gaúcha,2021,1,2021-1-01,0
311615,Chapada Gaúcha,2021,2,2021-2-01,0
311615,Chapada Gaúcha,2021,3,2021-3-01,1
311615,Chapada Gaúcha,2021,4,2021-4-01,0
311615,Chapada Gaúcha,2021,5,2021-5-01,0
311615,Chapada Gaúcha,2021,6,2021-6-01,0
311615,Chapada Gaúcha,2021,7,2021-7-01,0
311615,Chapada Gaúcha,2021,8,2021-8-01,0
311615,Chapada Gaúcha,2021,9,2021-9-01,0
311615,Chapada Gaúcha,2021,10,2021-10-01,0
311615,Chapada Gaúcha,2021,11,2021-11-01,0
311615,Chapada Gaúcha,2021,12,2021-12-01,0
311700,Comercinho,2021,1,2021-1-01,2
311700,Comercinho,2021,2,2021-2-01,0
311700,Comercinho,2021,3,2021-3-01,0
311700,Comercinho,2021,4,2021-4-01,0
311700,Comercinho,2021,5,2021-5-01,0
311700,Comercinho,2021,6,2021-6-01,0
311700,Comercinho,2021,7,2021-7-01,0
311700,Comercinho,2021,8,2021-8-01,0
311700,Comercinho,2021,9,2021-9-01,0
311700,Comercinho,2021,10,2021-10-01,0
311700,Comercinho,2021,11,2021-11-01,0
311700,Comercinho,2021,12,2021-12-01,0
311730,Conceição das Alagoas,2021,1,2021-1-01,0
311730,Conceição das Alagoas,2021,2,2021-2-01,1
311730,Conceição das Alagoas,2021,3,2021-3-01,0
311730,Conceição das Alagoas,2021,4,2021-4-01,0
311730,Conceição das Alagoas,2021,5,2021-5-01,0
311730,Conceição das Alagoas,2021,6,2021-6-01,0
311730,Conceição das Alagoas,2021,7,2021-7-01,0
311730,Conceição das Alagoas,2021,8,2021-8-01,0
311730,Conceição das Alagoas,2021,9,2021-9-01,0
311730,Conceição das Alagoas,2021,10,2021-10-01,0
311730,Conceição das Alagoas,2021,11,2021-11-01,0
311730,Conceição das Alagoas,2021,12,2021-12-01,0
311783,Cônego Marinho,2021,1,2021-1-01,1
311783,Cônego Marinho,2021,2,2021-2-01,0
311783,Cônego Marinho,2021,3,2021-3-01,0
311783,Cônego Marinho,2021,4,2021-4-01,0
311783,Cônego Marinho,2021,5,2021-5-01,0
311783,Cônego Marinho,2021,6,2021-6-01,0
311783,Cônego Marinho,2021,7,2021-7-01,0
311783,Cônego Marinho,2021,8,2021-8-01,0
311783,Cônego Marinho,2021,9,2021-9-01,0
311783,Cônego Marinho,2021,10,2021-10-01,0
311783,Cônego Marinho,2021,11,2021-11-01,0
311783,Cônego Marinho,2021,12,2021-12-01,0
311860,Contagem,2021,1,2021-1-01,2
311860,Contagem,2021,2,2021-2-01,1
311860,Contagem,2021,3,2021-3-01,0
311860,Contagem,2021,4,2021-4-01,0
311860,Contagem,2021,5,2021-5-01,0
311860,Contagem,2021,6,2021-6-01,0
311860,Contagem,2021,7,2021-7-01,0
311860,Contagem,2021,8,2021-8-01,0
311860,Contagem,2021,9,2021-9-01,0
311860,Contagem,2021,10,2021-10-01,0
311860,Contagem,2021,11,2021-11-01,1
311860,Contagem,2021,12,2021-12-01,1
311890,Cordisburgo,2021,1,2021-1-01,1
311890,Cordisburgo,2021,2,2021-2-01,0
311890,Cordisburgo,2021,3,2021-3-01,0
311890,Cordisburgo,2021,4,2021-4-01,0
311890,Cordisburgo,2021,5,2021-5-01,0
311890,Cordisburgo,2021,6,2021-6-01,0
311890,Cordisburgo,2021,7,2021-7-01,0
311890,Cordisburgo,2021,8,2021-8-01,0
311890,Cordisburgo,2021,9,2021-9-01,0
311890,Cordisburgo,2021,10,2021-10-01,0
311890,Cordisburgo,2021,11,2021-11-01,0
311890,Cordisburgo,2021,12,2021-12-01,0
311910,Corinto,2021,1,2021-1-01,0
311910,Corinto,2021,2,2021-2-01,0
311910,Corinto,2021,3,2021-3-01,1
311910,Corinto,2021,4,2021-4-01,0
311910,Corinto,2021,5,2021-5-01,0
311910,Corinto,2021,6,2021-6-01,0
311910,Corinto,2021,7,2021-7-01,0
311910,Corinto,2021,8,2021-8-01,0
311910,Corinto,2021,9,2021-9-01,0
311910,Corinto,2021,10,2021-10-01,0
311910,Corinto,2021,11,2021-11-01,0
311910,Corinto,2021,12,2021-12-01,0
311940,Coronel Fabriciano,2021,1,2021-1-01,3
311940,Coronel Fabriciano,2021,2,2021-2-01,1
311940,Coronel Fabriciano,2021,3,2021-3-01,2
311940,Coronel Fabriciano,2021,4,2021-4-01,0
311940,Coronel Fabriciano,2021,5,2021-5-01,0
311940,Coronel Fabriciano,2021,6,2021-6-01,0
311940,Coronel Fabriciano,2021,7,2021-7-01,0
311940,Coronel Fabriciano,2021,8,2021-8-01,0
311940,Coronel Fabriciano,2021,9,2021-9-01,0
311940,Coronel Fabriciano,2021,10,2021-10-01,0
311940,Coronel Fabriciano,2021,11,2021-11-01,0
311940,Coronel Fabriciano,2021,12,2021-12-01,1
312030,Cristália,2021,1,2021-1-01,0
312030,Cristália,2021,2,2021-2-01,0
312030,Cristália,2021,3,2021-3-01,1
312030,Cristália,2021,4,2021-4-01,0
312030,Cristália,2021,5,2021-5-01,0
312030,Cristália,2021,6,2021-6-01,0
312030,Cristália,2021,7,2021-7-01,0
312030,Cristália,2021,8,2021-8-01,0
312030,Cristália,2021,9,2021-9-01,0
312030,Cristália,2021,10,2021-10-01,0
312030,Cristália,2021,11,2021-11-01,0
312030,Cristália,2021,12,2021-12-01,0
312090,Curvelo,2021,1,2021-1-01,0
312090,Curvelo,2021,2,2021-2-01,1
312090,Curvelo,2021,3,2021-3-01,2
312090,Curvelo,2021,4,2021-4-01,1
312090,Curvelo,2021,5,2021-5-01,0
312090,Curvelo,2021,6,2021-6-01,0
312090,Curvelo,2021,7,2021-7-01,0
312090,Curvelo,2021,8,2021-8-01,0
312090,Curvelo,2021,9,2021-9-01,0
312090,Curvelo,2021,10,2021-10-01,0
312090,Curvelo,2021,11,2021-11-01,0
312090,Curvelo,2021,12,2021-12-01,0
312220,Divinolândia de Minas,2021,1,2021-1-01,0
312220,Divinolândia de Minas,2021,2,2021-2-01,1
312220,Divinolândia de Minas,2021,3,2021-3-01,0
312220,Divinolândia de Minas,2021,4,2021-4-01,0
312220,Divinolândia de Minas,2021,5,2021-5-01,0
312220,Divinolândia de Minas,2021,6,2021-6-01,0
312220,Divinolândia de Minas,2021,7,2021-7-01,0
312220,Divinolândia de Minas,2021,8,2021-8-01,0
312220,Divinolândia de Minas,2021,9,2021-9-01,0
312220,Divinolândia de Minas,2021,10,2021-10-01,0
312220,Divinolândia de Minas,2021,11,2021-11-01,0
312220,Divinolândia de Minas,2021,12,2021-12-01,0
312230,Divinópolis,2021,1,2021-1-01,0
312230,Divinópolis,2021,2,2021-2-01,0
312230,Divinópolis,2021,3,2021-3-01,0
312230,Divinópolis,2021,4,2021-4-01,0
312230,Divinópolis,2021,5,2021-5-01,0
312230,Divinópolis,2021,6,2021-6-01,0
312230,Divinópolis,2021,7,2021-7-01,0
312230,Divinópolis,2021,8,2021-8-01,0
312230,Divinópolis,2021,9,2021-9-01,0
312230,Divinópolis,2021,10,2021-10-01,0
312230,Divinópolis,2021,11,2021-11-01,0
312230,Divinópolis,2021,12,2021-12-01,1
312400,Ervália,2021,1,2021-1-01,0
312400,Ervália,2021,2,2021-2-01,0
312400,Ervália,2021,3,2021-3-01,0
312400,Ervália,2021,4,2021-4-01,0
312400,Ervália,2021,5,2021-5-01,0
312400,Ervália,2021,6,2021-6-01,0
312400,Ervália,2021,7,2021-7-01,0
312400,Ervália,2021,8,2021-8-01,0
312400,Ervália,2021,9,2021-9-01,0
312400,Ervália,2021,10,2021-10-01,0
312400,Ervália,2021,11,2021-11-01,0
312400,Ervália,2021,12,2021-12-01,1
312410,Esmeraldas,2021,1,2021-1-01,3
312410,Esmeraldas,2021,2,2021-2-01,3
312410,Esmeraldas,2021,3,2021-3-01,0
312410,Esmeraldas,2021,4,2021-4-01,1
312410,Esmeraldas,2021,5,2021-5-01,0
312410,Esmeraldas,2021,6,2021-6-01,0
312410,Esmeraldas,2021,7,2021-7-01,0
312410,Esmeraldas,2021,8,2021-8-01,0
312410,Esmeraldas,2021,9,2021-9-01,0
312410,Esmeraldas,2021,10,2021-10-01,0
312410,Esmeraldas,2021,11,2021-11-01,0
312410,Esmeraldas,2021,12,2021-12-01,0
312430,Espinosa,2021,1,2021-1-01,2
312430,Espinosa,2021,2,2021-2-01,0
312430,Espinosa,2021,3,2021-3-01,0
312430,Espinosa,2021,4,2021-4-01,0
312430,Espinosa,2021,5,2021-5-01,0
312430,Espinosa,2021,6,2021-6-01,0
312430,Espinosa,2021,7,2021-7-01,0
312430,Espinosa,2021,8,2021-8-01,0
312430,Espinosa,2021,9,2021-9-01,0
312430,Espinosa,2021,10,2021-10-01,0
312430,Espinosa,2021,11,2021-11-01,0
312430,Espinosa,2021,12,2021-12-01,0
312570,Felixlândia,2021,1,2021-1-01,3
312570,Felixlândia,2021,2,2021-2-01,0
312570,Felixlândia,2021,3,2021-3-01,0
312570,Felixlândia,2021,4,2021-4-01,0
312570,Felixlândia,2021,5,2021-5-01,0
312570,Felixlândia,2021,6,2021-6-01,0
312570,Felixlândia,2021,7,2021-7-01,0
312570,Felixlândia,2021,8,2021-8-01,0
312570,Felixlândia,2021,9,2021-9-01,0
312570,Felixlândia,2021,10,2021-10-01,0
312570,Felixlândia,2021,11,2021-11-01,0
312570,Felixlândia,2021,12,2021-12-01,0
312600,Florestal,2021,1,2021-1-01,0
312600,Florestal,2021,2,2021-2-01,0
312600,Florestal,2021,3,2021-3-01,0
312600,Florestal,2021,4,2021-4-01,1
312600,Florestal,2021,5,2021-5-01,0
312600,Florestal,2021,6,2021-6-01,0
312600,Florestal,2021,7,2021-7-01,0
312600,Florestal,2021,8,2021-8-01,0
312600,Florestal,2021,9,2021-9-01,0
312600,Florestal,2021,10,2021-10-01,0
312600,Florestal,2021,11,2021-11-01,0
312600,Florestal,2021,12,2021-12-01,0
312610,Formiga,2021,1,2021-1-01,0
312610,Formiga,2021,2,2021-2-01,1
312610,Formiga,2021,3,2021-3-01,0
312610,Formiga,2021,4,2021-4-01,0
312610,Formiga,2021,5,2021-5-01,0
312610,Formiga,2021,6,2021-6-01,0
312610,Formiga,2021,7,2021-7-01,0
312610,Formiga,2021,8,2021-8-01,0
312610,Formiga,2021,9,2021-9-01,0
312610,Formiga,2021,10,2021-10-01,0
312610,Formiga,2021,11,2021-11-01,0
312610,Formiga,2021,12,2021-12-01,0
312770,Governador Valadares,2021,1,2021-1-01,0
312770,Governador Valadares,2021,2,2021-2-01,1
312770,Governador Valadares,2021,3,2021-3-01,0
312770,Governador Valadares,2021,4,2021-4-01,1
312770,Governador Valadares,2021,5,2021-5-01,0
312770,Governador Valadares,2021,6,2021-6-01,0
312770,Governador Valadares,2021,7,2021-7-01,0
312770,Governador Valadares,2021,8,2021-8-01,0
312770,Governador Valadares,2021,9,2021-9-01,0
312770,Governador Valadares,2021,10,2021-10-01,0
312770,Governador Valadares,2021,11,2021-11-01,0
312770,Governador Valadares,2021,12,2021-12-01,1
312980,Ibirité,2021,1,2021-1-01,0
312980,Ibirité,2021,2,2021-2-01,2
312980,Ibirité,2021,3,2021-3-01,1
312980,Ibirité,2021,4,2021-4-01,1
312980,Ibirité,2021,5,2021-5-01,0
312980,Ibirité,2021,6,2021-6-01,0
312980,Ibirité,2021,7,2021-7-01,1
312980,Ibirité,2021,8,2021-8-01,0
312980,Ibirité,2021,9,2021-9-01,0
312980,Ibirité,2021,10,2021-10-01,0
312980,Ibirité,2021,11,2021-11-01,0
312980,Ibirité,2021,12,2021-12-01,2
313000,Ibituruna,2021,1,2021-1-01,0
313000,Ibituruna,2021,2,2021-2-01,0
313000,Ibituruna,2021,3,2021-3-01,1
313000,Ibituruna,2021,4,2021-4-01,0
313000,Ibituruna,2021,5,2021-5-01,0
313000,Ibituruna,2021,6,2021-6-01,0
313000,Ibituruna,2021,7,2021-7-01,0
313000,Ibituruna,2021,8,2021-8-01,0
313000,Ibituruna,2021,9,2021-9-01,0
313000,Ibituruna,2021,10,2021-10-01,0
313000,Ibituruna,2021,11,2021-11-01,0
313000,Ibituruna,2021,12,2021-12-01,0
313020,Igaratinga,2021,1,2021-1-01,0
313020,Igaratinga,2021,2,2021-2-01,1
313020,Igaratinga,2021,3,2021-3-01,0
313020,Igaratinga,2021,4,2021-4-01,0
313020,Igaratinga,2021,5,2021-5-01,0
313020,Igaratinga,2021,6,2021-6-01,0
313020,Igaratinga,2021,7,2021-7-01,0
313020,Igaratinga,2021,8,2021-8-01,0
313020,Igaratinga,2021,9,2021-9-01,0
313020,Igaratinga,2021,10,2021-10-01,0
313020,Igaratinga,2021,11,2021-11-01,0
313020,Igaratinga,2021,12,2021-12-01,0
313130,Ipatinga,2021,1,2021-1-01,2
313130,Ipatinga,2021,2,2021-2-01,2
313130,Ipatinga,2021,3,2021-3-01,0
313130,Ipatinga,2021,4,2021-4-01,2
313130,Ipatinga,2021,5,2021-5-01,0
313130,Ipatinga,2021,6,2021-6-01,0
313130,Ipatinga,2021,7,2021-7-01,0
313130,Ipatinga,2021,8,2021-8-01,0
313130,Ipatinga,2021,9,2021-9-01,0
313130,Ipatinga,2021,10,2021-10-01,0
313130,Ipatinga,2021,11,2021-11-01,0
313130,Ipatinga,2021,12,2021-12-01,1
313230,Itaipé,2021,1,2021-1-01,0
313230,Itaipé,2021,2,2021-2-01,1
313230,Itaipé,2021,3,2021-3-01,0
313230,Itaipé,2021,4,2021-4-01,0
313230,Itaipé,2021,5,2021-5-01,0
313230,Itaipé,2021,6,2021-6-01,0
313230,Itaipé,2021,7,2021-7-01,0
313230,Itaipé,2021,8,2021-8-01,0
313230,Itaipé,2021,9,2021-9-01,0
313230,Itaipé,2021,10,2021-10-01,0
313230,Itaipé,2021,11,2021-11-01,0
313230,Itaipé,2021,12,2021-12-01,0
313270,Itambacuri,2021,1,2021-1-01,0
313270,Itambacuri,2021,2,2021-2-01,0
313270,Itambacuri,2021,3,2021-3-01,1
313270,Itambacuri,2021,4,2021-4-01,0
313270,Itambacuri,2021,5,2021-5-01,0
313270,Itambacuri,2021,6,2021-6-01,0
313270,Itambacuri,2021,7,2021-7-01,0
313270,Itambacuri,2021,8,2021-8-01,0
313270,Itambacuri,2021,9,2021-9-01,0
313270,Itambacuri,2021,10,2021-10-01,0
313270,Itambacuri,2021,11,2021-11-01,0
313270,Itambacuri,2021,12,2021-12-01,0
313380,Itaúna,2021,1,2021-1-01,0
313380,Itaúna,2021,2,2021-2-01,0
313380,Itaúna,2021,3,2021-3-01,0
313380,Itaúna,2021,4,2021-4-01,0
313380,Itaúna,2021,5,2021-5-01,0
313380,Itaúna,2021,6,2021-6-01,0
313380,Itaúna,2021,7,2021-7-01,0
313380,Itaúna,2021,8,2021-8-01,0
313380,Itaúna,2021,9,2021-9-01,0
313380,Itaúna,2021,10,2021-10-01,0
313380,Itaúna,2021,11,2021-11-01,0
313380,Itaúna,2021,12,2021-12-01,1
313400,Itinga,2021,1,2021-1-01,2
313400,Itinga,2021,2,2021-2-01,0
313400,Itinga,2021,3,2021-3-01,0
313400,Itinga,2021,4,2021-4-01,0
313400,Itinga,2021,5,2021-5-01,0
313400,Itinga,2021,6,2021-6-01,0
313400,Itinga,2021,7,2021-7-01,0
313400,Itinga,2021,8,2021-8-01,0
313400,Itinga,2021,9,2021-9-01,0
313400,Itinga,2021,10,2021-10-01,0
313400,Itinga,2021,11,2021-11-01,0
313400,Itinga,2021,12,2021-12-01,0
313510,Janaúba,2021,1,2021-1-01,0
313510,Janaúba,2021,2,2021-2-01,1
313510,Janaúba,2021,3,2021-3-01,0
313510,Janaúba,2021,4,2021-4-01,0
313510,Janaúba,2021,5,2021-5-01,0
313510,Janaúba,2021,6,2021-6-01,0
313510,Janaúba,2021,7,2021-7-01,0
313510,Janaúba,2021,8,2021-8-01,0
313510,Janaúba,2021,9,2021-9-01,0
313510,Janaúba,2021,10,2021-10-01,0
313510,Janaúba,2021,11,2021-11-01,0
313510,Janaúba,2021,12,2021-12-01,0
313520,Januária,2021,1,2021-1-01,0
313520,Januária,2021,2,2021-2-01,1
313520,Januária,2021,3,2021-3-01,0
313520,Januária,2021,4,2021-4-01,1
313520,Januária,2021,5,2021-5-01,0
313520,Januária,2021,6,2021-6-01,0
313520,Januária,2021,7,2021-7-01,0
313520,Januária,2021,8,2021-8-01,0
313520,Januária,2021,9,2021-9-01,0
313520,Januária,2021,10,2021-10-01,0
313520,Januária,2021,11,2021-11-01,0
313520,Januária,2021,12,2021-12-01,0
313570,Jequitibá,2021,1,2021-1-01,0
313570,Jequitibá,2021,2,2021-2-01,0
313570,Jequitibá,2021,3,2021-3-01,0
313570,Jequitibá,2021,4,2021-4-01,0
313570,Jequitibá,2021,5,2021-5-01,0
313570,Jequitibá,2021,6,2021-6-01,0
313570,Jequitibá,2021,7,2021-7-01,0
313570,Jequitibá,2021,8,2021-8-01,1
313570,Jequitibá,2021,9,2021-9-01,0
313570,Jequitibá,2021,10,2021-10-01,0
313570,Jequitibá,2021,11,2021-11-01,0
313570,Jequitibá,2021,12,2021-12-01,0
313580,Jequitinhonha,2021,1,2021-1-01,1
313580,Jequitinhonha,2021,2,2021-2-01,0
313580,Jequitinhonha,2021,3,2021-3-01,0
313580,Jequitinhonha,2021,4,2021-4-01,0
313580,Jequitinhonha,2021,5,2021-5-01,0
313580,Jequitinhonha,2021,6,2021-6-01,0
313580,Jequitinhonha,2021,7,2021-7-01,0
313580,Jequitinhonha,2021,8,2021-8-01,0
313580,Jequitinhonha,2021,9,2021-9-01,0
313580,Jequitinhonha,2021,10,2021-10-01,0
313580,Jequitinhonha,2021,11,2021-11-01,0
313580,Jequitinhonha,2021,12,2021-12-01,0
313630,João Pinheiro,2021,1,2021-1-01,1
313630,João Pinheiro,2021,2,2021-2-01,0
313630,João Pinheiro,2021,3,2021-3-01,0
313630,João Pinheiro,2021,4,2021-4-01,0
313630,João Pinheiro,2021,5,2021-5-01,0
313630,João Pinheiro,2021,6,2021-6-01,0
313630,João Pinheiro,2021,7,2021-7-01,0
313630,João Pinheiro,2021,8,2021-8-01,0
313630,João Pinheiro,2021,9,2021-9-01,0
313630,João Pinheiro,2021,10,2021-10-01,0
313630,João Pinheiro,2021,11,2021-11-01,0
313630,João Pinheiro,2021,12,2021-12-01,0
313665,Juatuba,2021,1,2021-1-01,1
313665,Juatuba,2021,2,2021-2-01,0
313665,Juatuba,2021,3,2021-3-01,0
313665,Juatuba,2021,4,2021-4-01,0
313665,Juatuba,2021,5,2021-5-01,0
313665,Juatuba,2021,6,2021-6-01,0
313665,Juatuba,2021,7,2021-7-01,0
313665,Juatuba,2021,8,2021-8-01,0
313665,Juatuba,2021,9,2021-9-01,0
313665,Juatuba,2021,10,2021-10-01,0
313665,Juatuba,2021,11,2021-11-01,0
313665,Juatuba,2021,12,2021-12-01,1
313930,Manga,2021,1,2021-1-01,0
313930,Manga,2021,2,2021-2-01,0
313930,Manga,2021,3,2021-3-01,0
313930,Manga,2021,4,2021-4-01,0
313930,Manga,2021,5,2021-5-01,0
313930,Manga,2021,6,2021-6-01,0
313930,Manga,2021,7,2021-7-01,0
313930,Manga,2021,8,2021-8-01,0
313930,Manga,2021,9,2021-9-01,0
313930,Manga,2021,10,2021-10-01,0
313930,Manga,2021,11,2021-11-01,0
313930,Manga,2021,12,2021-12-01,1
313940,Manhuaçu,2021,1,2021-1-01,0
313940,Manhuaçu,2021,2,2021-2-01,0
313940,Manhuaçu,2021,3,2021-3-01,0
313940,Manhuaçu,2021,4,2021-4-01,0
