codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_coqueluche
310620,Belo Horizonte,2021,1,2021-1-01,2
310620,Belo Horizonte,2021,2,2021-2-01,0
310620,Belo Horizonte,2021,3,2021-3-01,0
310620,Belo Horizonte,2021,4,2021-4-01,0
310620,Belo Horizonte,2021,12,2021-12-01,0
311910,Corinto,2021,1,2021-1-01,1
311910,Corinto,2021,2,2021-2-01,0
311910,Corinto,2021,3,2021-3-01,0
311910,Corinto,2021,4,2021-4-01,0
311910,Corinto,2021,12,2021-12-01,0
313170,Itabira,2021,1,2021-1-01,0
313170,Itabira,2021,2,2021-2-01,0
313170,Itabira,2021,3,2021-3-01,1
313170,Itabira,2021,4,2021-4-01,0
313170,Itabira,2021,12,2021-12-01,0
314740,Paraopeba,2021,1,2021-1-01,0
314740,Paraopeba,2021,2,2021-2-01,0
314740,Paraopeba,2021,3,2021-3-01,2
314740,Paraopeba,2021,4,2021-4-01,0
314740,Paraopeba,2021,12,2021-12-01,0
315480,Rio Acima,2021,1,2021-1-01,0
315480,Rio Acima,2021,2,2021-2-01,1
315480,Rio Acima,2021,3,2021-3-01,0
315480,Rio Acima,2021,4,2021-4-01,0
315480,Rio Acima,2021,12,2021-12-01,0
315780,Santa Luzia,2021,1,2021-1-01,0
315780,Santa Luzia,2021,2,2021-2-01,0
315780,Santa Luzia,2021,3,2021-3-01,1
315780,Santa Luzia,2021,4,2021-4-01,0
315780,Santa Luzia,2021,12,2021-12-01,1
317020,Uberlândia,2021,1,2021-1-01,0
317020,Uberlândia,2021,2,2021-2-01,1
317020,Uberlândia,2021,3,2021-3-01,1
317020,Uberlândia,2021,4,2021-4-01,1
317020,Uberlândia,2021,12,2021-12-01,0
310620,Belo Horizonte,2020,1,2020-1-01,1
310620,Belo Horizonte,2020,2,2020-2-01,3
310620,Belo Horizonte,2020,3,2020-3-01,1
310620,Belo Horizonte,2020,4,2020-4-01,2
310620,Belo Horizonte,2020,5,2020-5-01,1
310620,Belo Horizonte,2020,6,2020-6-01,2
310620,Belo Horizonte,2020,7,2020-7-01,0
310620,Belo Horizonte,2020,9,2020-9-01,0
310620,Belo Horizonte,2020,10,2020-10-01,0
310620,Belo Horizonte,2020,11,2020-11-01,1
310620,Belo Horizonte,2020,12,2020-12-01,5
310670,Betim,2020,1,2020-1-01,1
310670,Betim,2020,2,2020-2-01,0
310670,Betim,2020,3,2020-3-01,1
310670,Betim,2020,4,2020-4-01,0
310670,Betim,2020,5,2020-5-01,0
310670,Betim,2020,6,2020-6-01,0
310670,Betim,2020,7,2020-7-01,0
310670,Betim,2020,9,2020-9-01,0
310670,Betim,2020,10,2020-10-01,0
310670,Betim,2020,11,2020-11-01,1
310670,Betim,2020,12,2020-12-01,0
310900,Brumadinho,2020,1,2020-1-01,0
310900,Brumadinho,2020,2,2020-2-01,1
310900,Brumadinho,2020,3,2020-3-01,0
310900,Brumadinho,2020,4,2020-4-01,0
310900,Brumadinho,2020,5,2020-5-01,0
310900,Brumadinho,2020,6,2020-6-01,0
310900,Brumadinho,2020,7,2020-7-01,0
310900,Brumadinho,2020,9,2020-9-01,0
310900,Brumadinho,2020,10,2020-10-01,0
310900,Brumadinho,2020,11,2020-11-01,0
310900,Brumadinho,2020,12,2020-12-01,0
311060,Cambuí,2020,1,2020-1-01,1
311060,Cambuí,2020,2,2020-2-01,0
311060,Cambuí,2020,3,2020-3-01,0
311060,Cambuí,2020,4,2020-4-01,0
311060,Cambuí,2020,5,2020-5-01,0
311060,Cambuí,2020,6,2020-6-01,0
311060,Cambuí,2020,7,2020-7-01,0
311060,Cambuí,2020,9,2020-9-01,0
311060,Cambuí,2020,10,2020-10-01,0
311060,Cambuí,2020,11,2020-11-01,0
311060,Cambuí,2020,12,2020-12-01,0
311420,Carmo do Cajuru,2020,1,2020-1-01,1
311420,Carmo do Cajuru,2020,2,2020-2-01,0
311420,Carmo do Cajuru,2020,3,2020-3-01,0
311420,Carmo do Cajuru,2020,4,2020-4-01,0
311420,Carmo do Cajuru,2020,5,2020-5-01,0
311420,Carmo do Cajuru,2020,6,2020-6-01,0
311420,Carmo do Cajuru,2020,7,2020-7-01,0
311420,Carmo do Cajuru,2020,9,2020-9-01,0
311420,Carmo do Cajuru,2020,10,2020-10-01,0
311420,Carmo do Cajuru,2020,11,2020-11-01,0
311420,Carmo do Cajuru,2020,12,2020-12-01,0
311650,Claro dos Poções,2020,1,2020-1-01,0
311650,Claro dos Poções,2020,2,2020-2-01,0
311650,Claro dos Poções,2020,3,2020-3-01,1
311650,Claro dos Poções,2020,4,2020-4-01,0
311650,Claro dos Poções,2020,5,2020-5-01,0
311650,Claro dos Poções,2020,6,2020-6-01,0
311650,Claro dos Poções,2020,7,2020-7-01,0
311650,Claro dos Poções,2020,9,2020-9-01,0
311650,Claro dos Poções,2020,10,2020-10-01,0
311650,Claro dos Poções,2020,11,2020-11-01,0
311650,Claro dos Poções,2020,12,2020-12-01,0
311800,Congonhas,2020,1,2020-1-01,0
311800,Congonhas,2020,2,2020-2-01,0
311800,Congonhas,2020,3,2020-3-01,1
311800,Congonhas,2020,4,2020-4-01,1
311800,Congonhas,2020,5,2020-5-01,0
311800,Congonhas,2020,6,2020-6-01,0
311800,Congonhas,2020,7,2020-7-01,0
311800,Congonhas,2020,9,2020-9-01,0
311800,Congonhas,2020,10,2020-10-01,0
311800,Congonhas,2020,11,2020-11-01,0
311800,Congonhas,2020,12,2020-12-01,0
311860,Contagem,2020,1,2020-1-01,0
311860,Contagem,2020,2,2020-2-01,1
311860,Contagem,2020,3,2020-3-01,1
311860,Contagem,2020,4,2020-4-01,0
311860,Contagem,2020,5,2020-5-01,1
311860,Contagem,2020,6,2020-6-01,0
311860,Contagem,2020,7,2020-7-01,0
311860,Contagem,2020,9,2020-9-01,1
311860,Contagem,2020,10,2020-10-01,0
311860,Contagem,2020,11,2020-11-01,0
311860,Contagem,2020,12,2020-12-01,0
312090,Curvelo,2020,1,2020-1-01,2
312090,Curvelo,2020,2,2020-2-01,4
312090,Curvelo,2020,3,2020-3-01,1
312090,Curvelo,2020,4,2020-4-01,0
312090,Curvelo,2020,5,2020-5-01,0
312090,Curvelo,2020,6,2020-6-01,0
312090,Curvelo,2020,7,2020-7-01,0
312090,Curvelo,2020,9,2020-9-01,0
312090,Curvelo,2020,10,2020-10-01,0
312090,Curvelo,2020,11,2020-11-01,0
312090,Curvelo,2020,12,2020-12-01,0
312120,Delfinópolis,2020,1,2020-1-01,0
312120,Delfinópolis,2020,2,2020-2-01,1
312120,Delfinópolis,2020,3,2020-3-01,0
312120,Delfinópolis,2020,4,2020-4-01,0
312120,Delfinópolis,2020,5,2020-5-01,0
312120,Delfinópolis,2020,6,2020-6-01,0
312120,Delfinópolis,2020,7,2020-7-01,0
312120,Delfinópolis,2020,9,2020-9-01,0
312120,Delfinópolis,2020,10,2020-10-01,0
312120,Delfinópolis,2020,11,2020-11-01,0
312120,Delfinópolis,2020,12,2020-12-01,0
312230,Divinópolis,2020,1,2020-1-01,0
312230,Divinópolis,2020,2,2020-2-01,0
312230,Divinópolis,2020,3,2020-3-01,1
312230,Divinópolis,2020,4,2020-4-01,0
312230,Divinópolis,2020,5,2020-5-01,0
312230,Divinópolis,2020,6,2020-6-01,0
312230,Divinópolis,2020,7,2020-7-01,0
312230,Divinópolis,2020,9,2020-9-01,0
312230,Divinópolis,2020,10,2020-10-01,0
312230,Divinópolis,2020,11,2020-11-01,0
312230,Divinópolis,2020,12,2020-12-01,0
312480,Estrela do Sul,2020,1,2020-1-01,1
312480,Estrela do Sul,2020,2,2020-2-01,2
312480,Estrela do Sul,2020,3,2020-3-01,0
312480,Estrela do Sul,2020,4,2020-4-01,0
312480,Estrela do Sul,2020,5,2020-5-01,0
312480,Estrela do Sul,2020,6,2020-6-01,0
312480,Estrela do Sul,2020,7,2020-7-01,0
312480,Estrela do Sul,2020,9,2020-9-01,0
312480,Estrela do Sul,2020,10,2020-10-01,0
312480,Estrela do Sul,2020,11,2020-11-01,0
312480,Estrela do Sul,2020,12,2020-12-01,0
312710,Frutal,2020,1,2020-1-01,1
312710,Frutal,2020,2,2020-2-01,0
312710,Frutal,2020,3,2020-3-01,0
312710,Frutal,2020,4,2020-4-01,0
312710,Frutal,2020,5,2020-5-01,0
312710,Frutal,2020,6,2020-6-01,0
312710,Frutal,2020,7,2020-7-01,0
312710,Frutal,2020,9,2020-9-01,0
312710,Frutal,2020,10,2020-10-01,0
312710,Frutal,2020,11,2020-11-01,0
312710,Frutal,2020,12,2020-12-01,2
312770,Governador Valadares,2020,1,2020-1-01,0
312770,Governador Valadares,2020,2,2020-2-01,0
312770,Governador Valadares,2020,3,2020-3-01,0
312770,Governador Valadares,2020,4,2020-4-01,0
312770,Governador Valadares,2020,5,2020-5-01,0
312770,Governador Valadares,2020,6,2020-6-01,0
312770,Governador Valadares,2020,7,2020-7-01,0
312770,Governador Valadares,2020,9,2020-9-01,0
312770,Governador Valadares,2020,10,2020-10-01,0
312770,Governador Valadares,2020,11,2020-11-01,0
312770,Governador Valadares,2020,12,2020-12-01,1
312910,Gurinhatã,2020,1,2020-1-01,0
312910,Gurinhatã,2020,2,2020-2-01,0
312910,Gurinhatã,2020,3,2020-3-01,0
312910,Gurinhatã,2020,4,2020-4-01,0
312910,Gurinhatã,2020,5,2020-5-01,0
312910,Gurinhatã,2020,6,2020-6-01,0
312910,Gurinhatã,2020,7,2020-7-01,0
312910,Gurinhatã,2020,9,2020-9-01,0
312910,Gurinhatã,2020,10,2020-10-01,0
312910,Gurinhatã,2020,11,2020-11-01,0
312910,Gurinhatã,2020,12,2020-12-01,2
312970,Ibiraci,2020,1,2020-1-01,0
312970,Ibiraci,2020,2,2020-2-01,0
312970,Ibiraci,2020,3,2020-3-01,0
312970,Ibiraci,2020,4,2020-4-01,0
312970,Ibiraci,2020,5,2020-5-01,0
312970,Ibiraci,2020,6,2020-6-01,0
312970,Ibiraci,2020,7,2020-7-01,0
312970,Ibiraci,2020,9,2020-9-01,0
312970,Ibiraci,2020,10,2020-10-01,0
312970,Ibiraci,2020,11,2020-11-01,1
312970,Ibiraci,2020,12,2020-12-01,0
313170,Itabira,2020,1,2020-1-01,1
313170,Itabira,2020,2,2020-2-01,0
313170,Itabira,2020,3,2020-3-01,0
313170,Itabira,2020,4,2020-4-01,0
313170,Itabira,2020,5,2020-5-01,0
313170,Itabira,2020,6,2020-6-01,0
313170,Itabira,2020,7,2020-7-01,0
313170,Itabira,2020,9,2020-9-01,0
313170,Itabira,2020,10,2020-10-01,0
313170,Itabira,2020,11,2020-11-01,0
313170,Itabira,2020,12,2020-12-01,0
313190,Itabirito,2020,1,2020-1-01,0
313190,Itabirito,2020,2,2020-2-01,1
313190,Itabirito,2020,3,2020-3-01,0
313190,Itabirito,2020,4,2020-4-01,0
313190,Itabirito,2020,5,2020-5-01,0
313190,Itabirito,2020,6,2020-6-01,0
313190,Itabirito,2020,7,2020-7-01,0
313190,Itabirito,2020,9,2020-9-01,0
313190,Itabirito,2020,10,2020-10-01,0
313190,Itabirito,2020,11,2020-11-01,0
313190,Itabirito,2020,12,2020-12-01,0
313300,Itamonte,2020,1,2020-1-01,0
313300,Itamonte,2020,2,2020-2-01,0
313300,Itamonte,2020,3,2020-3-01,0
313300,Itamonte,2020,4,2020-4-01,0
313300,Itamonte,2020,5,2020-5-01,0
313300,Itamonte,2020,6,2020-6-01,0
313300,Itamonte,2020,7,2020-7-01,0
313300,Itamonte,2020,9,2020-9-01,0
313300,Itamonte,2020,10,2020-10-01,1
313300,Itamonte,2020,11,2020-11-01,0
313300,Itamonte,2020,12,2020-12-01,0
313665,Juatuba,2020,1,2020-1-01,0
313665,Juatuba,2020,2,2020-2-01,0
313665,Juatuba,2020,3,2020-3-01,0
313665,Juatuba,2020,4,2020-4-01,1
313665,Juatuba,2020,5,2020-5-01,0
313665,Juatuba,2020,6,2020-6-01,0
313665,Juatuba,2020,7,2020-7-01,0
313665,Juatuba,2020,9,2020-9-01,0
313665,Juatuba,2020,10,2020-10-01,0
313665,Juatuba,2020,11,2020-11-01,0
313665,Juatuba,2020,12,2020-12-01,0
313940,Manhuaçu,2020,1,2020-1-01,0
313940,Manhuaçu,2020,2,2020-2-01,0
313940,Manhuaçu,2020,3,2020-3-01,0
313940,Manhuaçu,2020,4,2020-4-01,0
313940,Manhuaçu,2020,5,2020-5-01,1
313940,Manhuaçu,2020,6,2020-6-01,0
313940,Manhuaçu,2020,7,2020-7-01,0
313940,Manhuaçu,2020,9,2020-9-01,0
313940,Manhuaçu,2020,10,2020-10-01,0
313940,Manhuaçu,2020,11,2020-11-01,0
313940,Manhuaçu,2020,12,2020-12-01,0
314330,Montes Claros,2020,1,2020-1-01,2
314330,Montes Claros,2020,2,2020-2-01,1
314330,Montes Claros,2020,3,2020-3-01,0
314330,Montes Claros,2020,4,2020-4-01,2
314330,Montes Claros,2020,5,2020-5-01,0
314330,Montes Claros,2020,6,2020-6-01,0
314330,Montes Claros,2020,7,2020-7-01,0
314330,Montes Claros,2020,9,2020-9-01,0
314330,Montes Claros,2020,10,2020-10-01,0
314330,Montes Claros,2020,11,2020-11-01,1
314330,Montes Claros,2020,12,2020-12-01,0
314390,Muriaé,2020,1,2020-1-01,0
314390,Muriaé,2020,2,2020-2-01,0
314390,Muriaé,2020,3,2020-3-01,0
314390,Muriaé,2020,4,2020-4-01,0
314390,Muriaé,2020,5,2020-5-01,0
314390,Muriaé,2020,6,2020-6-01,0
314390,Muriaé,2020,7,2020-7-01,0
314390,Muriaé,2020,9,2020-9-01,0
314390,Muriaé,2020,10,2020-10-01,0
314390,Muriaé,2020,11,2020-11-01,0
314390,Muriaé,2020,12,2020-12-01,1
314560,Oliveira,2020,1,2020-1-01,1
314560,Oliveira,2020,2,2020-2-01,0
314560,Oliveira,2020,3,2020-3-01,0
314560,Oliveira,2020,4,2020-4-01,0
314560,Oliveira,2020,5,2020-5-01,0
314560,Oliveira,2020,6,2020-6-01,1
314560,Oliveira,2020,7,2020-7-01,0
314560,Oliveira,2020,9,2020-9-01,0
314560,Oliveira,2020,10,2020-10-01,0
314560,Oliveira,2020,11,2020-11-01,0
314560,Oliveira,2020,12,2020-12-01,0
314690,Papagaios,2020,1,2020-1-01,0
314690,Papagaios,2020,2,2020-2-01,0
314690,Papagaios,2020,3,2020-3-01,0
314690,Papagaios,2020,4,2020-4-01,0
314690,Papagaios,2020,5,2020-5-01,0
314690,Papagaios,2020,6,2020-6-01,0
314690,Papagaios,2020,7,2020-7-01,0
314690,Papagaios,2020,9,2020-9-01,0
314690,Papagaios,2020,10,2020-10-01,1
314690,Papagaios,2020,11,2020-11-01,0
314690,Papagaios,2020,12,2020-12-01,0
314930,Pedro Leopoldo,2020,1,2020-1-01,0
314930,Pedro Leopoldo,2020,2,2020-2-01,0
314930,Pedro Leopoldo,2020,3,2020-3-01,2
314930,Pedro Leopoldo,2020,4,2020-4-01,0
314930,Pedro Leopoldo,2020,5,2020-5-01,0
314930,Pedro Leopoldo,2020,6,2020-6-01,0
314930,Pedro Leopoldo,2020,7,2020-7-01,0
314930,Pedro Leopoldo,2020,9,2020-9-01,0
314930,Pedro Leopoldo,2020,10,2020-10-01,0
314930,Pedro Leopoldo,2020,11,2020-11-01,0
314930,Pedro Leopoldo,2020,12,2020-12-01,0
315670,Sabará,2020,1,2020-1-01,0
315670,Sabará,2020,2,2020-2-01,0
315670,Sabará,2020,3,2020-3-01,0
315670,Sabará,2020,4,2020-4-01,0
315670,Sabará,2020,5,2020-5-01,0
315670,Sabará,2020,6,2020-6-01,0
315670,Sabará,2020,7,2020-7-01,1
315670,Sabará,2020,9,2020-9-01,0
315670,Sabará,2020,10,2020-10-01,0
315670,Sabará,2020,11,2020-11-01,0
315670,Sabará,2020,12,2020-12-01,0
315780,Santa Luzia,2020,1,2020-1-01,0
315780,Santa Luzia,2020,2,2020-2-01,0
315780,Santa Luzia,2020,3,2020-3-01,1
315780,Santa Luzia,2020,4,2020-4-01,0
315780,Santa Luzia,2020,5,2020-5-01,1
315780,Santa Luzia,2020,6,2020-6-01,0
315780,Santa Luzia,2020,7,2020-7-01,0
315780,Santa Luzia,2020,9,2020-9-01,0
315780,Santa Luzia,2020,10,2020-10-01,0
315780,Santa Luzia,2020,11,2020-11-01,0
315780,Santa Luzia,2020,12,2020-12-01,0
315980,Santa Vitória,2020,1,2020-1-01,2
315980,Santa Vitória,2020,2,2020-2-01,3
315980,Santa Vitória,2020,3,2020-3-01,0
315980,Santa Vitória,2020,4,2020-4-01,0
315980,Santa Vitória,2020,5,2020-5-01,0
315980,Santa Vitória,2020,6,2020-6-01,0
315980,Santa Vitória,2020,7,2020-7-01,0
315980,Santa Vitória,2020,9,2020-9-01,0
315980,Santa Vitória,2020,10,2020-10-01,0
315980,Santa Vitória,2020,11,2020-11-01,0
315980,Santa Vitória,2020,12,2020-12-01,1
316110,São Francisco,2020,1,2020-1-01,0
316110,São Francisco,2020,2,2020-2-01,0
316110,São Francisco,2020,3,2020-3-01,0
316110,São Francisco,2020,4,2020-4-01,0
316110,São Francisco,2020,5,2020-5-01,1
316110,São Francisco,2020,6,2020-6-01,0
316110,São Francisco,2020,7,2020-7-01,0
316110,São Francisco,2020,9,2020-9-01,0
316110,São Francisco,2020,10,2020-10-01,0
316110,São Francisco,2020,11,2020-11-01,0
316110,São Francisco,2020,12,2020-12-01,0
316240,São João da Ponte,2020,1,2020-1-01,0
316240,São João da Ponte,2020,2,2020-2-01,0
316240,São João da Ponte,2020,3,2020-3-01,0
316240,São João da Ponte,2020,4,2020-4-01,0
316240,São João da Ponte,2020,5,2020-5-01,1
316240,São João da Ponte,2020,6,2020-6-01,0
316240,São João da Ponte,2020,7,2020-7-01,0
316240,São João da Ponte,2020,9,2020-9-01,0
316240,São João da Ponte,2020,10,2020-10-01,0
316240,São João da Ponte,2020,11,2020-11-01,0
316240,São João da Ponte,2020,12,2020-12-01,1
316460,São Sebastião do Oeste,2020,1,2020-1-01,1
316460,São Sebastião do Oeste,2020,2,2020-2-01,0
316460,São Sebastião do Oeste,2020,3,2020-3-01,1
316460,São Sebastião do Oeste,2020,4,2020-4-01,0
316460,São Sebastião do Oeste,2020,5,2020-5-01,0
316460,São Sebastião do Oeste,2020,6,2020-6-01,0
316460,São Sebastião do Oeste,2020,7,2020-7-01,0
316460,São Sebastião do Oeste,2020,9,2020-9-01,0
316460,São Sebastião do Oeste,2020,10,2020-10-01,0
316460,São Sebastião do Oeste,2020,11,2020-11-01,0
316460,São Sebastião do Oeste,2020,12,2020-12-01,0
317010,Uberaba,2020,1,2020-1-01,0
317010,Uberaba,2020,2,2020-2-01,1
317010,Uberaba,2020,3,2020-3-01,0
317010,Uberaba,2020,4,2020-4-01,0
317010,Uberaba,2020,5,2020-5-01,0
317010,Uberaba,2020,6,2020-6-01,0
317010,Uberaba,2020,7,2020-7-01,0
317010,Uberaba,2020,9,2020-9-01,0
317010,Uberaba,2020,10,2020-10-01,0
317010,Uberaba,2020,11,2020-11-01,0
317010,Uberaba,2020,12,2020-12-01,0
317020,Uberlândia,2020,1,2020-1-01,0
317020,Uberlândia,2020,2,2020-2-01,1
317020,Uberlândia,2020,3,2020-3-01,1
317020,Uberlândia,2020,4,2020-4-01,0
317020,Uberlândia,2020,5,2020-5-01,0
317020,Uberlândia,2020,6,2020-6-01,1
317020,Uberlândia,2020,7,2020-7-01,0
317020,Uberlândia,2020,9,2020-9-01,0
317020,Uberlândia,2020,10,2020-10-01,0
317020,Uberlândia,2020,11,2020-11-01,0
317020,Uberlândia,2020,12,2020-12-01,0
317040,Unaí,2020,1,2020-1-01,1
317040,Unaí,2020,2,2020-2-01,0
317040,Unaí,2020,3,2020-3-01,0
317040,Unaí,2020,4,2020-4-01,0
317040,Unaí,2020,5,2020-5-01,0
317040,Unaí,2020,6,2020-6-01,0
317040,Unaí,2020,7,2020-7-01,0
317040,Unaí,2020,9,2020-9-01,0
317040,Unaí,2020,10,2020-10-01,0
317040,Unaí,2020,11,2020-11-01,0
317040,Unaí,2020,12,2020-12-01,0
317120,Vespasiano,2020,1,2020-1-01,0
317120,Vespasiano,2020,2,2020-2-01,0
317120,Vespasiano,2020,3,2020-3-01,1
317120,Vespasiano,2020,4,2020-4-01,0
317120,Vespasiano,2020,5,2020-5-01,0
317120,Vespasiano,2020,6,2020-6-01,1
317120,Vespasiano,2020,7,2020-7-01,0
317120,Vespasiano,2020,9,2020-9-01,0
317120,Vespasiano,2020,10,2020-10-01,0
317120,Vespasiano,2020,11,2020-11-01,0
317120,Vespasiano,2020,12,2020-12-01,0
310020,Abaeté,2019,1,2019-1-01,0
310020,Abaeté,2019,2,2019-2-01,0
310020,Abaeté,2019,3,2019-3-01,0
310020,Abaeté,2019,4,2019-4-01,1
310020,Abaeté,2019,5,2019-5-01,0
310020,Abaeté,2019,6,2019-6-01,0
310020,Abaeté,2019,7,2019-7-01,0
310020,Abaeté,2019,8,2019-8-01,0
310020,Abaeté,2019,9,2019-9-01,0
310020,Abaeté,2019,10,2019-10-01,0
310020,Abaeté,2019,11,2019-11-01,0
310020,Abaeté,2019,12,2019-12-01,0
310040,Acaiaca,2019,1,2019-1-01,1
310040,Acaiaca,2019,2,2019-2-01,0
310040,Acaiaca,2019,3,2019-3-01,0
310040,Acaiaca,2019,4,2019-4-01,0
310040,Acaiaca,2019,5,2019-5-01,0
310040,Acaiaca,2019,6,2019-6-01,0
310040,Acaiaca,2019,7,2019-7-01,0
310040,Acaiaca,2019,8,2019-8-01,0
310040,Acaiaca,2019,9,2019-9-01,0
310040,Acaiaca,2019,10,2019-10-01,0
310040,Acaiaca,2019,11,2019-11-01,0
310040,Acaiaca,2019,12,2019-12-01,0
310260,Andradas,2019,1,2019-1-01,0
310260,Andradas,2019,2,2019-2-01,0
310260,Andradas,2019,3,2019-3-01,2
310260,Andradas,2019,4,2019-4-01,0
310260,Andradas,2019,5,2019-5-01,0
310260,Andradas,2019,6,2019-6-01,0
310260,Andradas,2019,7,2019-7-01,0
310260,Andradas,2019,8,2019-8-01,0
310260,Andradas,2019,9,2019-9-01,0
310260,Andradas,2019,10,2019-10-01,0
310260,Andradas,2019,11,2019-11-01,0
310260,Andradas,2019,12,2019-12-01,0
310350,Araguari,2019,1,2019-1-01,0
310350,Araguari,2019,2,2019-2-01,0
310350,Araguari,2019,3,2019-3-01,0
310350,Araguari,2019,4,2019-4-01,0
310350,Araguari,2019,5,2019-5-01,0
310350,Araguari,2019,6,2019-6-01,0
310350,Araguari,2019,7,2019-7-01,0
310350,Araguari,2019,8,2019-8-01,0
310350,Araguari,2019,9,2019-9-01,1
310350,Araguari,2019,10,2019-10-01,0
310350,Araguari,2019,11,2019-11-01,0
310350,Araguari,2019,12,2019-12-01,1
310390,Araújos,2019,1,2019-1-01,0
310390,Araújos,2019,2,2019-2-01,0
310390,Araújos,2019,3,2019-3-01,0
310390,Araújos,2019,4,2019-4-01,0
310390,Araújos,2019,5,2019-5-01,0
310390,Araújos,2019,6,2019-6-01,0
310390,Araújos,2019,7,2019-7-01,0
310390,Araújos,2019,8,2019-8-01,0
310390,Araújos,2019,9,2019-9-01,2
310390,Araújos,2019,10,2019-10-01,0
310390,Araújos,2019,11,2019-11-01,0
310390,Araújos,2019,12,2019-12-01,0
310400,Araxá,2019,1,2019-1-01,2
310400,Araxá,2019,2,2019-2-01,3
310400,Araxá,2019,3,2019-3-01,2
310400,Araxá,2019,4,2019-4-01,0
310400,Araxá,2019,5,2019-5-01,0
310400,Araxá,2019,6,2019-6-01,1
310400,Araxá,2019,7,2019-7-01,0
310400,Araxá,2019,8,2019-8-01,0
310400,Araxá,2019,9,2019-9-01,0
310400,Araxá,2019,10,2019-10-01,0
310400,Araxá,2019,11,2019-11-01,3
310400,Araxá,2019,12,2019-12-01,0
310430,Areado,2019,1,2019-1-01,0
310430,Areado,2019,2,2019-2-01,0
310430,Areado,2019,3,2019-3-01,0
310430,Areado,2019,4,2019-4-01,0
310430,Areado,2019,5,2019-5-01,0
310430,Areado,2019,6,2019-6-01,0
310430,Areado,2019,7,2019-7-01,2
310430,Areado,2019,8,2019-8-01,0
310430,Areado,2019,9,2019-9-01,0
310430,Areado,2019,10,2019-10-01,0
310430,Areado,2019,11,2019-11-01,0
310430,Areado,2019,12,2019-12-01,0
310450,Arinos,2019,1,2019-1-01,1
310450,Arinos,2019,2,2019-2-01,0
310450,Arinos,2019,3,2019-3-01,0
310450,Arinos,2019,4,2019-4-01,0
310450,Arinos,2019,5,2019-5-01,0
310450,Arinos,2019,6,2019-6-01,0
310450,Arinos,2019,7,2019-7-01,0
310450,Arinos,2019,8,2019-8-01,0
310450,Arinos,2019,9,2019-9-01,0
310450,Arinos,2019,10,2019-10-01,0
310450,Arinos,2019,11,2019-11-01,0
310450,Arinos,2019,12,2019-12-01,0
310510,Bambuí,2019,1,2019-1-01,0
310510,Bambuí,2019,2,2019-2-01,0
310510,Bambuí,2019,3,2019-3-01,0
310510,Bambuí,2019,4,2019-4-01,0
310510,Bambuí,2019,5,2019-5-01,0
310510,Bambuí,2019,6,2019-6-01,0
310510,Bambuí,2019,7,2019-7-01,0
310510,Bambuí,2019,8,2019-8-01,0
310510,Bambuí,2019,9,2019-9-01,1
310510,Bambuí,2019,10,2019-10-01,0
310510,Bambuí,2019,11,2019-11-01,1
310510,Bambuí,2019,12,2019-12-01,0
310590,Barroso,2019,1,2019-1-01,0
310590,Barroso,2019,2,2019-2-01,0
310590,Barroso,2019,3,2019-3-01,0
310590,Barroso,2019,4,2019-4-01,0
310590,Barroso,2019,5,2019-5-01,0
310590,Barroso,2019,6,2019-6-01,0
310590,Barroso,2019,7,2019-7-01,0
310590,Barroso,2019,8,2019-8-01,1
310590,Barroso,2019,9,2019-9-01,1
310590,Barroso,2019,10,2019-10-01,0
310590,Barroso,2019,11,2019-11-01,0
310590,Barroso,2019,12,2019-12-01,0
310620,Belo Horizonte,2019,1,2019-1-01,5
310620,Belo Horizonte,2019,2,2019-2-01,4
310620,Belo Horizonte,2019,3,2019-3-01,8
310620,Belo Horizonte,2019,4,2019-4-01,8
310620,Belo Horizonte,2019,5,2019-5-01,9
310620,Belo Horizonte,2019,6,2019-6-01,4
310620,Belo Horizonte,2019,7,2019-7-01,5
310620,Belo Horizonte,2019,8,2019-8-01,4
310620,Belo Horizonte,2019,9,2019-9-01,4
310620,Belo Horizonte,2019,10,2019-10-01,8
310620,Belo Horizonte,2019,11,2019-11-01,2
310620,Belo Horizonte,2019,12,2019-12-01,8
310670,Betim,2019,1,2019-1-01,0
310670,Betim,2019,2,2019-2-01,0
310670,Betim,2019,3,2019-3-01,0
310670,Betim,2019,4,2019-4-01,4
310670,Betim,2019,5,2019-5-01,0
310670,Betim,2019,6,2019-6-01,2
310670,Betim,2019,7,2019-7-01,1
310670,Betim,2019,8,2019-8-01,0
310670,Betim,2019,9,2019-9-01,1
310670,Betim,2019,10,2019-10-01,1
310670,Betim,2019,11,2019-11-01,0
310670,Betim,2019,12,2019-12-01,0
310710,Boa Esperança,2019,1,2019-1-01,1
310710,Boa Esperança,2019,2,2019-2-01,0
310710,Boa Esperança,2019,3,2019-3-01,0
310710,Boa Esperança,2019,4,2019-4-01,0
310710,Boa Esperança,2019,5,2019-5-01,0
310710,Boa Esperança,2019,6,2019-6-01,0
310710,Boa Esperança,2019,7,2019-7-01,1
310710,Boa Esperança,2019,8,2019-8-01,0
310710,Boa Esperança,2019,9,2019-9-01,0
310710,Boa Esperança,2019,10,2019-10-01,0
310710,Boa Esperança,2019,11,2019-11-01,1
310710,Boa Esperança,2019,12,2019-12-01,0
310730,Bocaiúva,2019,1,2019-1-01,0
310730,Bocaiúva,2019,2,2019-2-01,0
